Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
121,Lorenzo Ariaudo,it ITA,DF,Empoli,it Serie A,26,1989,4.7,,,,,,,,,,,,,,,0,,,,,,Matches
122,Lorenzo Ariaudo,it ITA,DF,Sassuolo,it Serie A,26,1989,2.6,,,,,,,,,,,,,,,0,,,,,,Matches
123,Fynn Arkenberg,de GER,DF,Hannover 96,de Bundesliga,19,1996,2.0,,,,,,,,,,,,,,,0,,,,,,Matches
124,Giedrius Arlauskis,lt LTU,GK,Watford,eng Premier League,27,1987,0.3,,,,,,,,,,,,,,,0,,,,,,Matches
125,Giedrius Arlauskis,lt LTU,GK,Espanyol,es La Liga,27,1987,2.5,,,,,,,,,,,,,,,0,,,,,,Matches
126,Sylvain Armand,fr FRA,DF,Rennes,fr Ligue 1,34,1980,33.2,,,,,,,,,,,,,,,1,,,,,,Matches
127,Pablo Armero,co COL,"DF,MF",Udinese,it Serie A,28,1986,4.6,,,,,,,,,,,,,,,0,,,,,,Matches
128,Marko Arnautović,at AUT,"FW,MF",Stoke City,eng Premier League,26,1989,31.2,,,,,,,,,,,,,,,6,,,,,,Matches
129,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,21,1994,22.7,,,,,,,,,,,,,,,2,,,,,,Matches
130,Alejandro Arribas,es ESP,DF,La Coruña,es La Liga,26,1989,30.4,,,,,,,,,,,,,,,0,,,,,,Matches
131,Mikel Arruabarrena,es ESP,FW,Eibar,es La Liga,32,1983,0.7,,,,,,,,,,,,,,,0,,,,,,Matches
132,Ahmet Arslan,de GER,MF,Hamburger SV,de Bundesliga,21,1994,0.0,,,,,,,,,,,,,,,0,,,,,,Matches
133,Harry Arter,ie IRL,MF,Bournemouth,eng Premier League,25,1989,18.5,,,,,,,,,,,,,,,0,,,,,,Matches
134,Mikel Arteta,es ESP,MF,Arsenal,eng Premier League,33,1982,1.9,,,,,,,,,,,,,,,0,,,,,,Matches
135,Aythami Artiles,es ESP,DF,Las Palmas,es La Liga,29,1986,29.3,,,,,,,,,,,,,,,1,,,,,,Matches
136,Kwadwo Asamoah,gh GHA,"DF,MF",Juventus,it Serie A,26,1988,6.3,,,,,,,,,,,,,,,1,,,,,,Matches
137,Carlos Ascues,pe PER,"DF,MF",Wolfsburg,de Bundesliga,23,1992,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
138,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,26,1989,4.0,,,,,,,,,,,,,,,0,,,,,,Matches
139,Marco Asensio,es ESP,"FW,MF",Espanyol,es La Liga,19,1996,31.4,,,,,,,,,,,,,,,8,,,,,,Matches
140,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,27,1987,29.5,,,,,,,,,,,,,,,3,,,,,,Matches
141,Benoît Assou-Ekotto,cm CMR,DF,Saint-Étienne,fr Ligue 1,31,1984,18.9,,,,,,,,,,,,,,,0,,,,,,Matches
142,Davide Astori,it ITA,DF,Fiorentina,it Serie A,28,1987,32.2,,,,,,,,,,,,,,,0,,,,,,Matches
143,Christian Atsu,gh GHA,"FW,MF",Málaga,es La Liga,23,1992,4.4,,,,,,,,,,,,,,,0,,,,,,Matches
144,Pierre-Emerick Aubameyang,ga GAB,"FW,MF",Dortmund,de Bundesliga,26,1989,27.4,,,,,,,,,,,,,,,5,,,,,,Matches
145,Johan Audel,mq MTQ,"FW,MF",Nantes,fr Ligue 1,31,1983,14.2,,,,,,,,,,,,,,,3,,,,,,Matches
146,Jean-Kévin Augustin,fr FRA,FW,Paris S-G,fr Ligue 1,18,1997,4.7,,,,,,,,,,,,,,,0,,,,,,Matches
147,Olivier Auriac,fr FRA,MF,Angers,fr Ligue 1,31,1983,4.5,,,,,,,,,,,,,,,0,,,,,,Matches
148,Serge Aurier,ci CIV,"DF,MF",Paris S-G,fr Ligue 1,22,1992,21.0,,,,,,,,,,,,,,,2,,,,,,Matches
149,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,26,1989,2.3,,,,,,,,,,,,,,,0,,,,,,Matches
150,Danilo Avelar,br BRA,"DF,MF",Torino,it Serie A,26,1989,3.8,,,,,,,,,,,,,,,2,,,,,,Matches
151,Thomas Ayasse,fr FRA,MF,Troyes,fr Ligue 1,28,1987,11.3,,,,,,,,,,,,,,,0,,,,,,Matches
152,André Ayew,gh GHA,"FW,MF",Swansea City,eng Premier League,25,1989,32.5,,,,,,,,,,,,,,,2,,,,,,Matches
153,Jordan Ayew,gh GHA,"FW,MF",Aston Villa,eng Premier League,23,1991,26.1,,,,,,,,,,,,,,,0,,,,,,Matches
154,Kaan Ayhan,tr TUR,"DF,MF",Schalke 04,de Bundesliga,20,1994,0.0,,,,,,,,,,,,,,,0,,,,,,Matches
155,Kaan Ayhan,tr TUR,"DF,MF",Eint Frankfurt,de Bundesliga,20,1994,0.9,,,,,,,,,,,,,,,0,,,,,,Matches
156,Floyd Ayité,tg TOG,"FW,MF",Bastia,fr Ligue 1,26,1988,29.2,,,,,,,,,,,,,,,3,,,,,,Matches
157,Karim Azamoum,fr FRA,MF,Troyes,fr Ligue 1,25,1990,8.4,,,,,,,,,,,,,,,1,,,,,,Matches
158,César Azpilicueta,es ESP,"DF,MF",Chelsea,eng Premier League,25,1989,35.5,,,,,,,,,,,,,,,3,,,,,,Matches
159,Ismail Azzaoui,be BEL,"FW,MF",Wolfsburg,de Bundesliga,17,1998,0.2,,,,,,,,,,,,,,,0,,,,,,Matches
160,Ludovic Baal,gf GUF,"DF,MF",Rennes,fr Ligue 1,29,1986,16.9,,,,,,,,,,,,,,,3,,,,,,Matches
161,Khouma Babacar,sn SEN,FW,Fiorentina,it Serie A,22,1993,8.9,,,,,,,,,,,,,,,1,,,,,,Matches
162,Jean-Sylvain Babin,mq MTQ,DF,Granada,es La Liga,28,1986,24.8,,,,,,,,,,,,,,,0,,,,,,Matches
163,Maxime Baca,fr FRA,DF,Guingamp,fr Ligue 1,32,1983,2.0,,,,,,,,,,,,,,,0,,,,,,Matches
164,Carlos Bacca,co COL,FW,Milan,it Serie A,28,1986,35.1,,,,,,,,,,,,,,,2,,,,,,Matches
165,Leandro Bacuna,cw CUW,"DF,MF",Aston Villa,eng Premier League,23,1991,26.9,,,,,,,,,,,,,,,0,,,,,,Matches
166,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,26,1989,23.7,,,,,,,,,,,,,,,1,,,,,,Matches
167,Holger Badstuber,de GER,DF,Bayern Munich,de Bundesliga,26,1989,5.2,,,,,,,,,,,,,,,0,,,,,,Matches
168,Raúl Baena,es ESP,MF,Rayo Vallecano,es La Liga,26,1989,20.4,,,,,,,,,,,,,,,1,,,,,,Matches
169,Jean-Christophe Bahebeck,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,22,1993,9.3,,,,,,,,,,,,,,,0,,,,,,Matches
170,Farès Bahlouli,fr FRA,MF,Monaco,fr Ligue 1,20,1995,2.0,,,,,,,,,,,,,,,0,,,,,,Matches
171,Nabil Bahoui,se SWE,"FW,MF",Hamburger SV,de Bundesliga,24,1991,2.4,,,,,,,,,,,,,,,0,,,,,,Matches
172,Mike-Steven Bähre,de GER,MF,Hannover 96,de Bundesliga,19,1995,0.2,,,,,,,,,,,,,,,0,,,,,,Matches
173,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,31,1984,25.8,,,,,,,,,,,,,,,2,,,,,,Matches
174,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,21,1994,22.4,,,,,,,,,,,,,,,0,,,,,,Matches
175,Leighton Baines,eng ENG,DF,Everton,eng Premier League,30,1984,16.4,,,,,,,,,,,,,,,1,,,,,,Matches
176,Cédric Bakambu,cd COD,FW,Villarreal,es La Liga,24,1991,20.7,,,,,,,,,,,,,,,3,,,,,,Matches
177,Djamel Bakar,km COM,"FW,MF",Montpellier,fr Ligue 1,26,1989,2.3,,,,,,,,,,,,,,,0,,,,,,Matches
178,Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,20,1994,15.2,,,,,,,,,,,,,,,0,,,,,,Matches
179,Zakaria Bakkali,be BEL,"FW,MF",Valencia,es La Liga,19,1996,6.3,,,,,,,,,,,,,,,3,,,,,,Matches
180,Keita Baldé,sn SEN,"FW,MF",Lazio,it Serie A,20,1995,19.7,,,,,,,,,,,,,,,2,,,,,,Matches
181,Gareth Bale,wls WAL,"FW,MF",Real Madrid,es La Liga,26,1989,19.3,,,,,,,,,,,,,,,10,,,,,,Matches
182,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,27,1988,32.3,,,,,,,,,,,,,,,3,,,,,,Matches
183,Florent Balmont,fr FRA,MF,Lille,fr Ligue 1,35,1980,21.4,,,,,,,,,,,,,,,1,,,,,,Matches
184,Norbert Balogh,hu HUN,FW,Palermo,it Serie A,19,1996,0.6,,,,,,,,,,,,,,,0,,,,,,Matches
185,Leon Balogun,ng NGA,DF,Mainz 05,de Bundesliga,27,1988,16.8,,,,,,,,,,,,,,,0,,,,,,Matches
186,Mario Balotelli,it ITA,FW,Milan,it Serie A,24,1990,9.3,,,,,,,,,,,,,,,1,,,,,,Matches
187,Jonathan Bamba,ci CIV,"FW,MF",Saint-Étienne,fr Ligue 1,19,1996,3.3,,,,,,,,,,,,,,,0,,,,,,Matches
188,Patrick Bamford,eng ENG,"FW,MF",Norwich City,eng Premier League,21,1993,2.6,,,,,,,,,,,,,,,0,,,,,,Matches
189,Patrick Bamford,eng ENG,"FW,MF",Crystal Palace,eng Premier League,21,1993,1.4,,,,,,,,,,,,,,,0,,,,,,Matches
190,Yacine Bammou,ma MAR,"FW,MF",Nantes,fr Ligue 1,23,1991,16.9,,,,,,,,,,,,,,,2,,,,,,Matches
191,Éver Banega,ar ARG,MF,Sevilla,es La Liga,27,1988,19.1,,,,,,,,,,,,,,,2,,,,,,Matches
192,Lass Bangoura,gn GUI,"FW,MF",Rayo Vallecano,es La Liga,23,1992,8.9,,,,,,,,,,,,,,,1,,,,,,Matches
193,Lass Bangoura,gn GUI,"FW,MF",Reims,fr Ligue 1,23,1992,4.7,,,,,,,,,,,,,,,1,,,,,,Matches
194,Léo Baptistão,br BRA,"FW,MF",Villarreal,es La Liga,22,1992,14.1,,,,,,,,,,,,,,,1,,,,,,Matches
195,Federico Barba,it ITA,DF,Empoli,it Serie A,21,1993,9.9,,,,,,,,,,,,,,,1,,,,,,Matches
196,Federico Barba,it ITA,DF,Stuttgart,de Bundesliga,21,1993,1.5,,,,,,,,,,,,,,,0,,,,,,Matches
197,Danilo Barbosa,br BRA,"DF,MF",Valencia,es La Liga,19,1996,15.1,,,,,,,,,,,,,,,0,,,,,,Matches
198,Mariano Barbosa,ar ARG,GK,Villarreal,es La Liga,31,1984,2.0,,,,,,,,,,,,,,,0,,,,,,Matches
199,Francesco Bardi,it ITA,GK,Frosinone,it Serie A,23,1992,1.3,,,,,,,,,,,,,,,0,,,,,,Matches
200,Phil Bardsley,sct SCO,DF,Stoke City,eng Premier League,30,1985,9.1,,,,,,,,,,,,,,,1,,,,,,Matches
201,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,26,1989,13.1,,,,,,,,,,,,,,,1,,,,,,Matches
202,Ross Barkley,eng ENG,MF,Everton,eng Premier League,21,1993,34.2,,,,,,,,,,,,,,,8,,,,,,Matches
203,Abdelaziz Barrada,ma MAR,MF,Marseille,fr Ligue 1,26,1989,16.0,,,,,,,,,,,,,,,6,,,,,,Matches
204,Antonio Barragán,es ESP,"DF,MF",Valencia,es La Liga,28,1987,18.4,,,,,,,,,,,,,,,0,,,,,,Matches
205,David Barral,es ESP,FW,Granada,es La Liga,32,1983,4.1,,,,,,,,,,,,,,,0,,,,,,Matches
206,Iñigo Barrenetxea,es ESP,MF,Eibar,es La Liga,21,1994,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
207,Álex Barrera,es ESP,MF,Sporting Gijón,es La Liga,24,1991,0.7,,,,,,,,,,,,,,,0,,,,,,Matches
208,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,31,1984,24.0,,,,,,,,,,,,,,,1,,,,,,Matches
209,Modou Barrow,gm GAM,"FW,MF",Swansea City,eng Premier League,22,1992,8.8,,,,,,,,,,,,,,,2,,,,,,Matches
210,Gareth Barry,eng ENG,MF,Everton,eng Premier League,34,1981,31.5,,,,,,,,,,,,,,,1,,,,,,Matches
211,Fin Bartels,de GER,"FW,MF",Werder Bremen,de Bundesliga,28,1987,23.0,,,,,,,,,,,,,,,1,,,,,,Matches
212,Maxime Barthelmé,fr FRA,"FW,MF",Lorient,fr Ligue 1,26,1988,14.0,,,,,,,,,,,,,,,5,,,,,,Matches
213,Kyle Bartley,eng ENG,DF,Swansea City,eng Premier League,24,1991,3.2,,,,,,,,,,,,,,,0,,,,,,Matches
214,Marc Bartra,es ESP,DF,Barcelona,es La Liga,24,1991,5.6,,,,,,,,,,,,,,,1,,,,,,Matches
215,Andrea Barzagli,it ITA,DF,Juventus,it Serie A,34,1981,30.4,,,,,,,,,,,,,,,0,,,,,,Matches
216,Marko Baša,me MNE,DF,Lille,fr Ligue 1,32,1982,14.8,,,,,,,,,,,,,,,0,,,,,,Matches
217,Daniele Baselli,it ITA,MF,Torino,it Serie A,23,1992,25.2,,,,,,,,,,,,,,,3,,,,,,Matches
218,Davide Bassi,it ITA,GK,Atalanta,it Serie A,30,1985,1.0,,,,,,,,,,,,,,,0,,,,,,Matches
219,Sébastien Bassong,cm CMR,DF,Norwich City,eng Premier League,29,1986,31.0,,,,,,,,,,,,,,,0,,,,,,Matches
220,Dušan Basta,rs SRB,"DF,MF",Lazio,it Serie A,30,1984,20.2,,,,,,,,,,,,,,,0,,,,,,Matches
221,Borja Bastón,es ESP,FW,Eibar,es La Liga,22,1992,28.6,,,,,,,,,,,,,,,3,,,,,,Matches
222,Michy Batshuayi,be BEL,FW,Marseille,fr Ligue 1,21,1993,32.6,,,,,,,,,,,,,,,9,,,,,,Matches
223,Robert Bauer,de GER,"DF,MF",Ingolstadt 04,de Bundesliga,20,1995,18.7,,,,,,,,,,,,,,,1,,,,,,Matches
224,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,25,1990,33.0,,,,,,,,,,,,,,,0,,,,,,Matches
225,Timo Baumgartl,de GER,DF,Stuttgart,de Bundesliga,19,1996,17.2,,,,,,,,,,,,,,,0,,,,,,Matches
226,Julian Baumgartlinger,at AUT,"DF,MF",Mainz 05,de Bundesliga,27,1988,30.2,,,,,,,,,,,,,,,1,,,,,,Matches
227,Alexander Baumjohann,de GER,MF,Hertha BSC,de Bundesliga,28,1987,5.0,,,,,,,,,,,,,,,2,,,,,,Matches
228,Éric Bauthéac,fr FRA,"FW,MF",Lille,fr Ligue 1,27,1987,24.0,,,,,,,,,,,,,,,1,,,,,,Matches
229,Jon Bautista,es ESP,FW,Real Sociedad,es La Liga,20,1995,1.3,,,,,,,,,,,,,,,0,,,,,,Matches
230,Moustapha Bayal Sall,sn SEN,DF,Saint-Étienne,fr Ligue 1,29,1985,26.2,,,,,,,,,,,,,,,0,,,,,,Matches
231,Paul Baysse,fr FRA,DF,Nice,fr Ligue 1,27,1988,28.7,,,,,,,,,,,,,,,0,,,,,,Matches
232,Noah Joel Sarenren Bazee,ng NGA,MF,Hannover 96,de Bundesliga,18,1996,4.2,,,,,,,,,,,,,,,3,,,,,,Matches
233,Hervé Bazile,ht HAI,"FW,MF",Caen,fr Ligue 1,25,1990,12.0,,,,,,,,,,,,,,,3,,,,,,Matches
234,Claudio Beauvue,gp GLP,"FW,MF",Celta Vigo,es La Liga,27,1988,5.6,,,,,,,,,,,,,,,0,,,,,,Matches
235,Claudio Beauvue,gp GLP,"FW,MF",Lyon,fr Ligue 1,27,1988,14.2,,,,,,,,,,,,,,,2,,,,,,Matches
236,Bebé,cv CPV,"FW,MF",Rayo Vallecano,es La Liga,25,1990,24.9,,,,,,,,,,,,,,,7,,,,,,Matches
237,Uffe Bech,dk DEN,"FW,MF",Hannover 96,de Bundesliga,22,1993,7.6,,,,,,,,,,,,,,,1,,,,,,Matches
238,Henri Bedimo,cm CMR,DF,Lyon,fr Ligue 1,31,1984,13.6,,,,,,,,,,,,,,,0,,,,,,Matches
239,Alejandro Bedoya,us USA,"FW,MF",Nantes,fr Ligue 1,28,1987,22.8,,,,,,,,,,,,,,,3,,,,,,Matches
240,Roy Beerens,nl NED,"FW,MF",Hertha BSC,de Bundesliga,27,1987,1.2,,,,,,,,,,,,,,,0,,,,,,Matches
241,Asmir Begović,ba BIH,GK,Chelsea,eng Premier League,28,1987,15.5,,,,,,,,,,,,,,,0,,,,,,Matches
242,Julien Bègue,re REU,MF,Guingamp,fr Ligue 1,21,1993,0.5,,,,,,,,,,,,,,,1,,,,,,Matches
243,Valon Behrami,ch SUI,"DF,MF",Watford,eng Premier League,30,1985,14.2,,,,,,,,,,,,,,,1,,,,,,Matches
244,Maximilian Beister,de GER,"FW,MF",Mainz 05,de Bundesliga,24,1990,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
245,Vid Belec,si SVN,GK,Carpi,it Serie A,25,1990,30.0,,,,,,,,,,,,,,,0,,,,,,Matches
246,Younès Belhanda,ma MAR,"FW,MF",Schalke 04,de Bundesliga,25,1990,9.0,,,,,,,,,,,,,,,1,,,,,,Matches
247,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,23,1991,29.3,,,,,,,,,,,,,,,2,,,,,,Matches
248,Karim Bellarabi,de GER,"FW,MF",Leverkusen,de Bundesliga,25,1990,28.8,,,,,,,,,,,,,,,11,,,,,,Matches
249,Héctor Bellerín,es ESP,"DF,MF",Arsenal,eng Premier League,20,1995,36.0,,,,,,,,,,,,,,,5,,,,,,Matches
250,Gianpaolo Bellini,it ITA,DF,Atalanta,it Serie A,35,1980,10.5,,,,,,,,,,,,,,,0,,,,,,Matches
251,François Bellugou,fr FRA,"DF,MF",Lorient,fr Ligue 1,28,1987,25.5,,,,,,,,,,,,,,,1,,,,,,Matches
252,Andrea Belotti,it ITA,FW,Torino,it Serie A,21,1993,28.8,,,,,,,,,,,,,,,4,,,,,,Matches
253,Hatem Ben Arfa,fr FRA,"FW,MF",Nice,fr Ligue 1,28,1987,31.4,,,,,,,,,,,,,,,6,,,,,,Matches
254,Chaouki Ben Saada,tn TUN,"FW,MF",Troyes,fr Ligue 1,31,1984,9.1,,,,,,,,,,,,,,,1,,,,,,Matches
255,Wissam Ben Yedder,fr FRA,"FW,MF",Toulouse,fr Ligue 1,24,1990,32.0,,,,,,,,,,,,,,,5,,,,,,Matches
256,Syam Ben Youssef,tn TUN,DF,Caen,fr Ligue 1,26,1989,16.4,,,,,,,,,,,,,,,1,,,,,,Matches
257,Änis Ben-Hatira,tn TUN,MF,Eint Frankfurt,de Bundesliga,27,1988,6.7,,,,,,,,,,,,,,,1,,,,,,Matches
258,Diego Benaglio,ch SUI,GK,Wolfsburg,de Bundesliga,31,1983,21.0,,,,,,,,,,,,,,,0,,,,,,Matches
259,Youssef Benali,ma MAR,"FW,MF",Toulouse,fr Ligue 1,20,1995,0.2,,,,,,,,,,,,,,,0,,,,,,Matches
260,Yohan Benalouane,tn TUN,DF,Leicester City,eng Premier League,28,1987,0.8,,,,,,,,,,,,,,,0,,,,,,Matches
261,Marco Benassi,it ITA,MF,Torino,it Serie A,20,1994,21.2,,,,,,,,,,,,,,,2,,,,,,Matches
262,Medhi Benatia,ma MAR,DF,Bayern Munich,de Bundesliga,28,1987,10.9,,,,,,,,,,,,,,,2,,,,,,Matches
263,Lars Bender,de GER,"DF,MF",Leverkusen,de Bundesliga,26,1989,9.8,,,,,,,,,,,,,,,1,,,,,,Matches
264,Sven Bender,de GER,"DF,MF",Dortmund,de Bundesliga,26,1989,13.8,,,,,,,,,,,,,,,0,,,,,,Matches
265,Nicklas Bendtner,dk DEN,FW,Wolfsburg,de Bundesliga,27,1988,4.6,,,,,,,,,,,,,,,0,,,,,,Matches
266,Nicolas Benezet,fr FRA,"FW,MF",Guingamp,fr Ligue 1,24,1991,13.7,,,,,,,,,,,,,,,4,,,,,,Matches
267,Pierre Bengtsson,se SWE,"DF,MF",Mainz 05,de Bundesliga,27,1988,14.1,,,,,,,,,,,,,,,0,,,,,,Matches
268,Ryan Bennett,eng ENG,DF,Norwich City,eng Premier League,25,1990,20.4,,,,,,,,,,,,,,,0,,,,,,Matches
269,Saïd Benrahma,dz ALG,"FW,MF",Nice,fr Ligue 1,19,1995,1.5,,,,,,,,,,,,,,,0,,,,,,Matches
270,Saïd Benrahma,dz ALG,"FW,MF",Angers,fr Ligue 1,19,1995,3.4,,,,,,,,,,,,,,,0,,,,,,Matches
271,Charlison Benschop,cw CUW,FW,Hannover 96,de Bundesliga,25,1989,3.8,,,,,,,,,,,,,,,0,,,,,,Matches
272,Ramy Bensebaini,dz ALG,"DF,MF",Montpellier,fr Ligue 1,20,1995,15.0,,,,,,,,,,,,,,,0,,,,,,Matches
273,Nabil Bentaleb,dz ALG,MF,Tottenham,eng Premier League,20,1994,1.9,,,,,,,,,,,,,,,0,,,,,,Matches
274,Christian Benteke,be BEL,FW,Liverpool,eng Premier League,24,1990,17.0,,,,,,,,,,,,,,,3,,,,,,Matches
275,Accursio Bentivegna,it ITA,FW,Palermo,it Serie A,19,1996,0.1,,,,,,,,,,,,,,,0,,,,,,Matches
276,Francesco Benussi,it ITA,GK,Carpi,it Serie A,33,1981,3.3,,,,,,,,,,,,,,,0,,,,,,Matches
277,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,27,1987,22.0,,,,,,,,,,,,,,,7,,,,,,Matches
278,Yassine Benzia,dz ALG,"FW,MF",Lille,fr Ligue 1,20,1994,14.8,,,,,,,,,,,,,,,0,,,,,,Matches
279,Saido Berahino,bi BDI,"FW,MF",West Brom,eng Premier League,21,1993,19.4,,,,,,,,,,,,,,,0,,,,,,Matches
280,Domenico Berardi,it ITA,"FW,MF",Sassuolo,it Serie A,20,1994,24.1,,,,,,,,,,,,,,,6,,,,,,Matches
281,Yuri Berchiche,es ESP,DF,Real Sociedad,es La Liga,25,1990,20.5,,,,,,,,,,,,,,,4,,,,,,Matches
282,Álex Bergantiños,es ESP,MF,La Coruña,es La Liga,30,1985,19.4,,,,,,,,,,,,,,,1,,,,,,Matches
283,Markel Bergara,es ESP,MF,Real Sociedad,es La Liga,29,1986,15.0,,,,,,,,,,,,,,,0,,,,,,Matches
284,Steven Berghuis,nl NED,"FW,MF",Watford,eng Premier League,23,1991,2.6,,,,,,,,,,,,,,,2,,,,,,Matches
285,Franck Béria,fr FRA,DF,Lille,fr Ligue 1,32,1983,0.7,,,,,,,,,,,,,,,0,,,,,,Matches
286,Robert Berić,si SVN,FW,Saint-Étienne,fr Ligue 1,24,1991,7.5,,,,,,,,,,,,,,,0,,,,,,Matches
287,Kévin Bérigaud,fr FRA,FW,Montpellier,fr Ligue 1,27,1988,11.5,,,,,,,,,,,,,,,1,,,,,,Matches
288,Etrit Berisha,al ALB,GK,Lazio,it Serie A,26,1989,9.7,,,,,,,,,,,,,,,0,,,,,,Matches
289,Saúl Berjón,es ESP,"FW,MF",Eibar,es La Liga,29,1986,15.6,,,,,,,,,,,,,,,4,,,,,,Matches
290,Federico Bernardeschi,it ITA,"DF,FW",Fiorentina,it Serie A,21,1994,25.2,,,,,,,,,,,,,,,4,,,,,,Matches
291,Paul Bernardoni,fr FRA,GK,Bordeaux,fr Ligue 1,18,1997,7.0,,,,,,,,,,,,,,,0,,,,,,Matches
292,Paul Bernardoni,fr FRA,GK,Troyes,fr Ligue 1,18,1997,14.0,,,,,,,,,,,,,,,0,,,,,,Matches
293,Juan Bernat,es ESP,"DF,FW",Bayern Munich,de Bundesliga,22,1993,12.8,,,,,,,,,,,,,,,1,,,,,,Matches
294,Andrea Bertolacci,it ITA,MF,Milan,it Serie A,24,1991,20.1,,,,,,,,,,,,,,,1,,,,,,Matches
295,Davide Bertoncini,it ITA,"DF,MF",Frosinone,it Serie A,24,1991,4.1,,,,,,,,,,,,,,,0,,,,,,Matches
296,Ryan Bertrand,eng ENG,"DF,MF",Southampton,eng Premier League,25,1989,32.0,,,,,,,,,,,,,,,3,,,,,,Matches
297,Muhamed Bešić,ba BIH,"DF,MF",Everton,eng Premier League,22,1992,6.2,,,,,,,,,,,,,,,0,,,,,,Matches
298,Vincent Bessat,fr FRA,"DF,MF",Caen,fr Ligue 1,29,1985,30.6,,,,,,,,,,,,,,,1,,,,,,Matches
299,Beto,pt POR,GK,Sevilla,es La Liga,33,1982,4.0,,,,,,,,,,,,,,,0,,,,,,Matches
300,Jonathan Biabiany,fr FRA,"FW,MF",Inter,it Serie A,27,1988,9.7,,,,,,,,,,,,,,,2,,,,,,Matches
301,Matteo Bianchetti,it ITA,DF,Hellas Verona,it Serie A,22,1993,17.6,,,,,,,,,,,,,,,0,,,,,,Matches
302,Raffaele Bianco,it ITA,MF,Carpi,it Serie A,27,1987,20.6,,,,,,,,,,,,,,,3,,,,,,Matches
303,Ermin Bičakčić,ba BIH,DF,Hoffenheim,de Bundesliga,25,1990,17.8,,,,,,,,,,,,,,,0,,,,,,Matches
304,Henri Bienvenu,cm CMR,FW,Troyes,fr Ligue 1,27,1988,2.0,,,,,,,,,,,,,,,0,,,,,,Matches
305,Thievy Bifouma,cg CGO,"FW,MF",Granada,es La Liga,23,1992,2.1,,,,,,,,,,,,,,,0,,,,,,Matches
306,Thievy Bifouma,cg CGO,"FW,MF",Reims,fr Ligue 1,23,1992,10.4,,,,,,,,,,,,,,,1,,,,,,Matches
307,Pedro Bigas,es ESP,"DF,MF",Las Palmas,es La Liga,24,1990,26.1,,,,,,,,,,,,,,,0,,,,,,Matches
308,Lucas Biglia,ar ARG,MF,Lazio,it Serie A,29,1986,25.5,,,,,,,,,,,,,,,3,,,,,,Matches
309,Davide Biondini,it ITA,MF,Sassuolo,it Serie A,32,1983,12.3,,,,,,,,,,,,,,,0,,,,,,Matches
310,Cristiano Biraghi,it ITA,"DF,MF",Granada,es La Liga,22,1992,31.3,,,,,,,,,,,,,,,1,,,,,,Matches
311,Mame Biram Diouf,sn SEN,"FW,MF",Stoke City,eng Premier League,27,1987,14.2,,,,,,,,,,,,,,,1,,,,,,Matches
312,Valter Birsa,si SVN,"FW,MF",Chievo,it Serie A,28,1986,26.3,,,,,,,,,,,,,,,7,,,,,,Matches
313,Milan Biševac,rs SRB,DF,Lazio,it Serie A,31,1983,10.1,,,,,,,,,,,,,,,0,,,,,,Matches
314,Milan Biševac,rs SRB,DF,Lyon,fr Ligue 1,31,1983,5.1,,,,,,,,,,,,,,,0,,,,,,Matches
315,Luca Bittante,it ITA,"DF,MF",Empoli,it Serie A,21,1993,5.8,,,,,,,,,,,,,,,0,,,,,,Matches
316,Leonardo Bittencourt,de GER,"FW,MF",Köln,de Bundesliga,21,1993,24.5,,,,,,,,,,,,,,,4,,,,,,Matches
317,André Biyogo Poko,ga GAB,MF,Bordeaux,fr Ligue 1,22,1993,20.9,,,,,,,,,,,,,,,1,,,,,,Matches
318,Albano Bizzarri,ar ARG,GK,Chievo,it Serie A,37,1977,35.0,,,,,,,,,,,,,,,0,,,,,,Matches
319,Leonardo Blanchard,it ITA,DF,Frosinone,it Serie A,27,1988,27.2,,,,,,,,,,,,,,,1,,,,,,Matches
320,Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,20,1995,7.6,,,,,,,,,,,,,,,0,,,,,,Matches
