Rk,Player,Nation,Pos,Squad,Age,Born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G-PK,Per_90_Minutes_G+A-PK,Matches
682,Kevin Wimmer,at AUT,DF,eng Tottenham,23,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
683,Harry Winks,eng ENG,MF,eng Tottenham,20,1996,4,2,197,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
684,Granit Xhaka,ch SUI,MF,eng Arsenal,23,1992,7,5,479,5.3,1,0,1,1,0,0,3,0,0.19,0.00,0.19,0.19,0.19,Matches
685,Taulant Xhaka,al ALB,"DF,MF",ch Basel,25,1991,6,6,540,6.0,0,1,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches
686,Mapou Yanga-Mbiwa,fr FRA,DF,fr Lyon,27,1989,5,5,422,4.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
687,Andriy Yarmolenko,ua UKR,"FW,MF",ua Dynamo Kyiv,26,1989,5,5,450,5.0,1,2,3,0,1,1,0,0,0.20,0.40,0.60,0.00,0.40,Matches
688,Vladlen Yurchenko,ua UKR,MF,de Leverkusen,22,1994,1,1,76,0.8,1,0,1,1,0,0,0,0,1.18,0.00,1.18,1.18,1.18,Matches
689,Pablo Zabaleta,ar ARG,"DF,MF",eng Manchester City,31,1985,6,5,445,4.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
690,Marvin Zeegelaar,nl NED,"DF,FW",pt Sporting CP,25,1990,5,5,428,4.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
691,Tolga Zengin,tr TUR,GK,tr Beşiktaş,32,1983,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
692,Ron-Robert Zieler,de GER,GK,eng Leicester City,27,1989,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
693,Piotr Zieliński,pl POL,MF,it Napoli,22,1994,7,3,305,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
694,Oleksandr Zinchenko,ua UKR,"DF,MF",nl PSV Eindhoven,19,1996,4,2,173,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
695,Andrija Živković,rs SRB,"FW,MF",pt Benfica,20,1996,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
696,Jeroen Zoet,nl NED,GK,nl PSV Eindhoven,25,1991,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
697,Luca Zuffi,ch SUI,MF,ch Basel,26,1990,6,3,298,3.3,1,0,1,1,0,0,0,0,0.30,0.00,0.30,0.30,0.30,Matches
698,Jonas Jonas,,,hr Dinamo Zagreb,,,4,2,210,2.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
699,Pavel Orekhovskiy,,,ua Dynamo Kyiv,,,2,0,37,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
