Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_npG-xG,Matches
294,Pedro Bigas,es ESP,DF,Las Palmas,es La Liga,26,1990,9.9,0,4,1,25.0,0.40,0.10,0.00,0.00,18.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
295,Lucas Biglia,ar ARG,MF,Milan,it Serie A,31,1986,22.7,1,21,4,19.0,0.93,0.18,0.05,0.25,25.0,0,0,0,0.8,0.8,0.04,+0.2,+0.2,Matches
296,Philip Billing,dk DEN,MF,Huddersfield,eng Premier League,21,1996,8.5,0,7,2,28.6,0.82,0.24,0.00,0.00,29.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
297,Jean-Claude Billong,cm CMR,DF,Benevento,it Serie A,23,1993,3.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
298,Davide Biondini,it ITA,MF,Sassuolo,it Serie A,34,1983,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
299,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,24,1992,33.1,1,35,6,17.1,1.06,0.18,0.03,0.17,21.8,7,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches
300,Mame Biram Diouf,sn SEN,"FW,DF",Stoke City,eng Premier League,29,1987,28.8,6,59,19,32.2,2.05,0.66,0.10,0.32,13.5,0,0,0,6.5,6.5,0.11,-0.5,-0.5,Matches
301,Davide Biraschi,it ITA,DF,Genoa,it Serie A,23,1994,20.0,0,4,0,0.0,0.20,0.00,0.00,,18.0,0,0,0,0.6,0.6,0.16,-0.6,-0.6,Matches
302,Valter Birsa,si SVN,"MF,FW",Chievo,it Serie A,30,1986,27.8,3,48,17,35.4,1.73,0.61,0.06,0.18,23.7,5,0,0,2.3,2.3,0.05,+0.7,+0.7,Matches
303,Milan Biševac,rs SRB,DF,Metz,fr Ligue 1,33,1983,7.9,0,5,1,20.0,0.63,0.13,0.00,0.00,15.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
304,Yves Bissouma,ml MLI,"MF,DF",Lille,fr Ligue 1,20,1996,17.3,2,41,6,14.6,2.36,0.35,0.05,0.33,25.9,2,0,0,2.1,2.1,0.06,-0.1,-0.1,Matches
305,Leonardo Bittencourt,de GER,"MF,FW",Köln,de Bundesliga,23,1993,17.9,5,32,10,31.3,1.79,0.56,0.16,0.50,16.7,0,0,0,3.2,3.2,0.10,+1.8,+1.8,Matches
306,Albano Bizzarri,ar ARG,GK,Udinese,it Serie A,39,1977,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
307,Rubén Blanco,es ESP,GK,Celta Vigo,es La Liga,22,1995,21.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
308,Ludovic Blas,fr FRA,MF,Guingamp,fr Ligue 1,19,1997,19.9,3,39,14,35.9,1.96,0.70,0.08,0.21,22.7,0,0,0,3.6,3.6,0.09,-0.6,-0.6,Matches
309,Pablo de Blasis,ar ARG,"FW,MF",Mainz 05,de Bundesliga,29,1988,18.4,5,26,10,38.5,1.42,0.54,0.08,0.20,22.8,1,3,3,3.7,1.4,0.05,+1.3,+0.6,Matches
310,Jérémy Blayac,fr FRA,FW,Strasbourg,fr Ligue 1,34,1983,10.2,3,33,9,27.3,3.24,0.88,0.09,0.33,13.1,0,0,0,4.7,4.7,0.14,-1.7,-1.7,Matches
311,Alexis Blin,fr FRA,MF,Toulouse,fr Ligue 1,20,1996,21.0,1,11,3,27.3,0.52,0.14,0.09,0.33,16.3,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
312,Daley Blind,nl NED,"DF,MF",Manchester Utd,eng Premier League,27,1990,4.0,0,3,0,0.0,0.75,0.00,0.00,,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
313,Danny Blum,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,26,1991,0.3,1,2,1,50.0,6.21,3.10,0.50,1.00,12.7,0,0,0,0.5,0.5,0.27,+0.5,+0.5,Matches
314,Emmanuel Boateng,gh GHA,FW,Levante,es La Liga,21,1996,14.2,6,42,15,35.7,2.96,1.06,0.14,0.40,13.7,0,0,0,7.1,7.1,0.17,-1.1,-1.1,Matches
315,Jérôme Boateng,de GER,DF,Bayern Munich,de Bundesliga,28,1988,18.2,1,13,3,23.1,0.71,0.16,0.08,0.33,18.4,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
316,Kevin-Prince Boateng,gh GHA,"MF,FW",Eint Frankfurt,de Bundesliga,30,1987,26.2,6,46,16,34.8,1.76,0.61,0.13,0.38,17.1,1,0,0,4.7,4.7,0.10,+1.3,+1.3,Matches
317,Raúl Bobadilla,py PAR,"FW,MF",Gladbach,de Bundesliga,30,1987,5.0,0,15,7,46.7,3.01,1.40,0.00,0.00,18.1,0,0,0,1.9,1.9,0.13,-1.9,-1.9,Matches
318,Yann Bodiger,fr FRA,MF,Toulouse,fr Ligue 1,22,1995,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
319,Mathieu Bodmer,fr FRA,"DF,MF",Amiens,fr Ligue 1,34,1982,4.4,1,7,1,14.3,1.59,0.23,0.14,1.00,17.7,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Matches
320,Jeremie Boga,ci CIV,MF,Chelsea,eng Premier League,20,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
321,Quentin Boisgard,fr FRA,MF,Toulouse,fr Ligue 1,20,1997,2.0,0,2,1,50.0,1.01,0.50,0.00,0.00,23.5,1,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
322,Yannick Bolasie,cd COD,FW,Everton,eng Premier League,28,1989,9.5,1,19,7,36.8,2.01,0.74,0.05,0.14,16.8,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
323,Deian Boldor,ro ROU,DF,Hellas Verona,it Serie A,22,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
324,Giacomo Bonaventura,it ITA,MF,Milan,it Serie A,27,1989,28.2,8,63,29,46.0,2.23,1.03,0.13,0.28,20.2,1,0,0,4.1,4.1,0.07,+3.9,+3.9,Matches
325,Federico Bonazzoli,it ITA,"FW,DF",SPAL,it Serie A,20,1997,2.0,0,9,2,22.2,4.60,1.02,0.00,0.00,20.2,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
326,Federico Bonazzoli,it ITA,FW,Sampdoria,it Serie A,20,1997,0.3,0,1,0,0.0,3.21,0.00,0.00,,17.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
327,Daniele Bonera,it ITA,DF,Villarreal,es La Liga,36,1981,13.2,0,2,0,0.0,0.15,0.00,0.00,,30.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
328,Gaëtan Bong,cm CMR,DF,Brighton,eng Premier League,29,1988,24.8,0,4,1,25.0,0.16,0.04,0.00,0.00,29.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
329,Kevin Bonifazi,it ITA,"DF,MF",Torino,it Serie A,21,1996,4.5,0,1,0,0.0,0.22,0.00,0.00,,24.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
330,Landry Bonnefoi,fr FRA,GK,Strasbourg,fr Ligue 1,33,1983,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
331,Leonardo Bonucci,it ITA,DF,Milan,it Serie A,30,1987,34.3,2,23,6,26.1,0.67,0.18,0.09,0.33,19.1,0,0,0,2.4,2.4,0.10,-0.4,-0.4,Matches
332,Wilfried Bony,ci CIV,FW,Swansea City,eng Premier League,28,1988,7.9,2,20,6,30.0,2.55,0.76,0.10,0.33,18.0,0,0,0,1.6,1.6,0.08,+0.4,+0.4,Matches
333,Celso Borges,cr CRC,MF,La Coruña,es La Liga,29,1988,25.6,3,32,8,25.0,1.25,0.31,0.09,0.38,14.3,1,0,0,3.4,3.4,0.11,-0.4,-0.4,Matches
