Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Matches
2229,Marcel Sabitzer,at AUT,"FW,MF",RB Leipzig,de Bundesliga,22,1994,28.8,,,,,,,,,,,,,,,,,Matches
2230,Enric Saborit,es ESP,DF,Athletic Club,es La Liga,24,1992,5.2,,,,,,,,,,,,,,,,,Matches
2231,Umar Sadiq,ng NGA,FW,Bologna,it Serie A,19,1997,2.6,,,,,,,,,,,,,,,,,Matches
2232,Bacary Sagna,fr FRA,DF,Manchester City,eng Premier League,33,1983,15.0,,,,,,,,,,,,,,,,,Matches
2233,Nuri Şahin,tr TUR,MF,Dortmund,de Bundesliga,27,1988,2.6,,,,,,,,,,,,,,,,,Matches
2234,Wesley Saïd,fr FRA,"FW,MF",Rennes,fr Ligue 1,21,1995,11.5,,,,,,,,,,,,,,,,,Matches
2235,Jamel Saihi,tn TUN,MF,Montpellier,fr Ligue 1,29,1987,0.7,,,,,,,,,,,,,,,,,Matches
2236,Jamel Saihi,tn TUN,MF,Angers,fr Ligue 1,29,1987,2.6,,,,,,,,,,,,,,,,,Matches
2237,Trent Sainsbury,au AUS,DF,Inter,it Serie A,24,1992,0.2,,,,,,,,,,,,,,,,,Matches
2238,Dylan Saint-Louis,cg CGO,"FW,MF",Saint-Étienne,fr Ligue 1,21,1995,0.9,,,,,,,,,,,,,,,,,Matches
2239,Allan Saint-Maximin,fr FRA,"FW,MF",Bastia,fr Ligue 1,19,1997,30.0,,,,,,,,,,,,,,,,,Matches
2240,Nicolas Saint-Ruf,gp GLP,DF,Montpellier,fr Ligue 1,23,1992,6.9,,,,,,,,,,,,,,,,,Matches
2241,Nicolas Saint-Ruf,gp GLP,DF,Bastia,fr Ligue 1,23,1992,3.5,,,,,,,,,,,,,,,,,Matches
2242,Henri Saivet,sn SEN,"FW,MF",Saint-Étienne,fr Ligue 1,25,1990,19.6,,,,,,,,,,,,,,,,,Matches
2243,Gōtoku Sakai,jp JPN,"DF,MF",Hamburger SV,de Bundesliga,25,1991,30.0,,,,,,,,,,,,,,,,,Matches
2244,Hiroki Sakai,jp JPN,"DF,MF",Marseille,fr Ligue 1,26,1990,33.5,,,,,,,,,,,,,,,,,Matches
2245,Diafra Sakho,sn SEN,FW,West Ham,eng Premier League,26,1989,2.0,,,,,,,,,,,,,,,,,Matches
2246,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,26,1990,7.6,,,,,,,,,,,,,,,,,Matches
2247,Bakary Sako,ml MLI,"FW,MF",Crystal Palace,eng Premier League,28,1988,1.6,,,,,,,,,,,,,,,,,Matches
2248,Emiliano Sala,ar ARG,FW,Nantes,fr Ligue 1,25,1990,28.5,,,,,,,,,,,,,,,,,Matches
2249,Jacopo Sala,it ITA,"DF,FW",Sampdoria,it Serie A,24,1991,17.3,,,,,,,,,,,,,,,,,Matches
2250,Mohamed Salah,eg EGY,"FW,MF",Roma,it Serie A,24,1992,27.5,,,,,,,,,,,,,,,,,Matches
2251,Bartosz Salamon,pl POL,"DF,MF",Cagliari,it Serie A,25,1991,9.3,,,,,,,,,,,,,,,,,Matches
2252,Carlos Salcedo,mx MEX,DF,Fiorentina,it Serie A,22,1993,15.0,,,,,,,,,,,,,,,,,Matches
2253,Yannis Salibur,fr FRA,"FW,MF",Guingamp,fr Ligue 1,25,1991,31.2,,,,,,,,,,,,,,,,,Matches
2254,Romain Salin,fr FRA,GK,Guingamp,fr Ligue 1,32,1984,1.0,,,,,,,,,,,,,,,,,Matches
2255,Roland Sallai,hu HUN,"FW,MF",Palermo,it Serie A,19,1997,10.6,,,,,,,,,,,,,,,,,Matches
2256,Aniello Salzano,it ITA,MF,Crotone,it Serie A,25,1991,5.6,,,,,,,,,,,,,,,,,Matches
2257,Sidney Sam,de GER,"FW,MF",Darmstadt 98,de Bundesliga,28,1988,9.8,,,,,,,,,,,,,,,,,Matches
2258,Frédéric Sammaritano,fr FRA,"FW,MF",Dijon,fr Ligue 1,30,1986,21.8,,,,,,,,,,,,,,,,,Matches
2259,Sergi Samper,es ESP,MF,Granada,es La Liga,21,1995,14.2,,,,,,,,,,,,,,,,,Matches
2260,Jairo Samperio,es ESP,"FW,MF",Mainz 05,de Bundesliga,23,1993,10.5,,,,,,,,,,,,,,,,,Matches
2261,Mario Sampirisi,it ITA,"DF,MF",Crotone,it Serie A,23,1992,13.4,,,,,,,,,,,,,,,,,Matches
2262,Mikel San José,es ESP,"DF,MF",Athletic Club,es La Liga,27,1989,30.0,,,,,,,,,,,,,,,,,Matches
2263,Antonio Sanabria,py PAR,FW,Betis,es La Liga,20,1996,16.6,,,,,,,,,,,,,,,,,Matches
2264,Renato Sanches,pt POR,MF,Bayern Munich,de Bundesliga,18,1997,6.9,,,,,,,,,,,,,,,,,Matches
2265,Alexis Sánchez,cl CHI,"FW,MF",Arsenal,eng Premier League,27,1988,35.7,,,,,,,,,,,,,,,,,Matches
2266,Carlos Sánchez,co COL,"DF,MF",Fiorentina,it Serie A,30,1986,24.0,,,,,,,,,,,,,,,,,Matches
2267,Rubén Sánchez,es ESP,MF,Sporting Gijón,es La Liga,21,1994,0.5,,,,,,,,,,,,,,,,,Matches
2268,Víctor Sánchez,es ESP,"DF,MF",Espanyol,es La Liga,28,1987,25.3,,,,,,,,,,,,,,,,,Matches
2269,Alex Sandro,br BRA,"DF,MF",Juventus,it Serie A,25,1991,25.7,,,,,,,,,,,,,,,,,Matches
2270,Lamine Sané,sn SEN,"DF,MF",Werder Bremen,de Bundesliga,29,1987,26.2,,,,,,,,,,,,,,,,,Matches
2271,Leroy Sané,de GER,"FW,MF",Manchester City,eng Premier League,20,1996,19.8,,,,,,,,,,,,,,,,,Matches
2272,Pape Sané,sn SEN,FW,Caen,fr Ligue 1,24,1991,3.8,,,,,,,,,,,,,,,,,Matches
2273,Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,18,1997,2.9,,,,,,,,,,,,,,,,,Matches
2274,Oier Sanjurjo,es ESP,"DF,MF",Osasuna,es La Liga,30,1986,35.0,,,,,,,,,,,,,,,,,Matches
2275,Younousse Sankharé,sn SEN,MF,Bordeaux,fr Ligue 1,26,1989,15.5,,,,,,,,,,,,,,,,,Matches
2276,Younousse Sankharé,sn SEN,MF,Lille,fr Ligue 1,26,1989,17.5,,,,,,,,,,,,,,,,,Matches
2277,Baissama Sankoh,gn GUI,"DF,MF",Guingamp,fr Ligue 1,24,1992,11.6,,,,,,,,,,,,,,,,,Matches
2278,Killian Sanson,fr FRA,MF,Montpellier,fr Ligue 1,19,1997,0.2,,,,,,,,,,,,,,,,,Matches
2279,Morgan Sanson,fr FRA,MF,Montpellier,fr Ligue 1,21,1994,19.4,,,,,,,,,,,,,,,,,Matches
2280,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,21,1994,15.1,,,,,,,,,,,,,,,,,Matches
2281,Nicola Sansone,it ITA,"FW,MF",Villarreal,es La Liga,24,1991,23.5,,,,,,,,,,,,,,,,,Matches
2282,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,21,1995,34.1,,,,,,,,,,,,,,,,,Matches
2283,Ivan Santini,hr CRO,FW,Caen,fr Ligue 1,27,1989,31.9,,,,,,,,,,,,,,,,,Matches
2284,Davide Santon,it ITA,DF,Inter,it Serie A,25,1991,11.3,,,,,,,,,,,,,,,,,Matches
2285,Aderlan Santos,br BRA,DF,Valencia,es La Liga,27,1989,11.1,,,,,,,,,,,,,,,,,Matches
2286,Christian Santos,ve VEN,"FW,MF",Alavés,es La Liga,28,1988,9.3,,,,,,,,,,,,,,,,,Matches
2287,Douglas Santos,br BRA,"DF,MF",Hamburger SV,de Bundesliga,22,1994,19.0,,,,,,,,,,,,,,,,,Matches
2288,Michael Santos,uy URU,FW,Málaga,es La Liga,23,1993,8.2,,,,,,,,,,,,,,,,,Matches
2289,Samir Santos,br BRA,DF,Udinese,it Serie A,21,1994,19.8,,,,,,,,,,,,,,,,,Matches
2290,Riccardo Saponara,it ITA,"FW,MF",Fiorentina,it Serie A,24,1991,4.7,,,,,,,,,,,,,,,,,Matches
2291,Riccardo Saponara,it ITA,"FW,MF",Empoli,it Serie A,24,1991,17.0,,,,,,,,,,,,,,,,,Matches
2292,Pablo Sarabia,es ESP,"FW,MF",Sevilla,es La Liga,24,1992,23.8,,,,,,,,,,,,,,,,,Matches
2293,Gennaro Sardo,it ITA,DF,Chievo,it Serie A,37,1979,0.1,,,,,,,,,,,,,,,,,Matches
2294,Bouna Sarr,sn SEN,"DF,MF",Marseille,fr Ligue 1,24,1992,10.5,,,,,,,,,,,,,,,,,Matches
2295,Ismaila Sarr,sn SEN,"FW,MF",Metz,fr Ligue 1,18,1998,21.6,,,,,,,,,,,,,,,,,Matches
2296,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,17,1999,24.5,,,,,,,,,,,,,,,,,Matches
2297,Lluís Sastre,es ESP,MF,Leganés,es La Liga,30,1986,1.0,,,,,,,,,,,,,,,,,Matches
2298,Marco Sau,it ITA,"FW,MF",Cagliari,it Serie A,28,1987,25.8,,,,,,,,,,,,,,,,,Matches
2299,Matthieu Saunier,fr FRA,DF,Granada,es La Liga,26,1990,14.5,,,,,,,,,,,,,,,,,Matches
2300,Stefan Savić,me MNE,"DF,MF",Atlético Madrid,es La Liga,25,1991,30.3,,,,,,,,,,,,,,,,,Matches
2301,Marcel Schäfer,de GER,"DF,MF",Wolfsburg,de Bundesliga,32,1984,1.2,,,,,,,,,,,,,,,,,Matches
2302,Fabian Schär,ch SUI,DF,Hoffenheim,de Bundesliga,24,1991,3.2,,,,,,,,,,,,,,,,,Matches
2303,Patrik Schick,cz CZE,FW,Sampdoria,it Serie A,20,1996,17.4,,,,,,,,,,,,,,,,,Matches
2304,Julian Schieber,de GER,FW,Hertha BSC,de Bundesliga,27,1989,4.9,,,,,,,,,,,,,,,,,Matches
2305,Sven Schipplock,de GER,FW,Darmstadt 98,de Bundesliga,27,1988,12.3,,,,,,,,,,,,,,,,,Matches
2306,Jeffrey Schlupp,gh GHA,"DF,FW",Crystal Palace,eng Premier League,23,1992,11.1,,,,,,,,,,,,,,,,,Matches
2307,Jeffrey Schlupp,gh GHA,"DF,FW",Leicester City,eng Premier League,23,1992,1.6,,,,,,,,,,,,,,,,,Matches
2308,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,29,1986,29.6,,,,,,,,,,,,,,,,,Matches
2309,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,28,1988,24.3,,,,,,,,,,,,,,,,,Matches
2310,Jonathan Schmid,fr FRA,"DF,MF",Augsburg,de Bundesliga,26,1990,19.2,,,,,,,,,,,,,,,,,Matches
2311,Niklas Schmidt,de GER,"FW,MF",Werder Bremen,de Bundesliga,18,1998,0.2,,,,,,,,,,,,,,,,,Matches
2312,Benno Schmitz,de GER,DF,RB Leipzig,de Bundesliga,21,1994,11.0,,,,,,,,,,,,,,,,,Matches
2313,Morgan Schneiderlin,fr FRA,MF,Manchester Utd,eng Premier League,26,1989,0.2,,,,,,,,,,,,,,,,,Matches
2314,Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,26,1989,11.8,,,,,,,,,,,,,,,,,Matches
2315,Alessandro Schöpf,at AUT,MF,Schalke 04,de Bundesliga,22,1994,22.7,,,,,,,,,,,,,,,,,Matches
2316,Nico Schulz,de GER,"DF,FW",Gladbach,de Bundesliga,23,1993,4.6,,,,,,,,,,,,,,,,,Matches
2317,André Schürrle,de GER,"FW,MF",Dortmund,de Bundesliga,25,1990,8.3,,,,,,,,,,,,,,,,,Matches
2318,Julian Schuster,de GER,MF,Freiburg,de Bundesliga,31,1985,9.4,,,,,,,,,,,,,,,,,Matches
2319,Pirmin Schwegler,ch SUI,MF,Hoffenheim,de Bundesliga,29,1987,4.4,,,,,,,,,,,,,,,,,Matches
2320,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,24,1992,34.0,,,,,,,,,,,,,,,,,Matches
2321,Simone Scuffet,it ITA,GK,Udinese,it Serie A,20,1996,5.1,,,,,,,,,,,,,,,,,Matches
2322,Andrea Seculin,it ITA,GK,Chievo,it Serie A,26,1990,4.0,,,,,,,,,,,,,,,,,Matches
2323,Haris Seferović,ch SUI,FW,Eint Frankfurt,de Bundesliga,24,1992,11.9,,,,,,,,,,,,,,,,,Matches
2324,Paul Seguin,de GER,"DF,MF",Wolfsburg,de Bundesliga,21,1995,14.7,,,,,,,,,,,,,,,,,Matches
2325,Faïz Selemani,km COM,"FW,MF",Lorient,fr Ligue 1,22,1993,0.7,,,,,,,,,,,,,,,,,Matches
2326,Davie Selke,de GER,FW,RB Leipzig,de Bundesliga,21,1995,5.0,,,,,,,,,,,,,,,,,Matches
2327,Ole Selnæs,no NOR,MF,Saint-Étienne,fr Ligue 1,22,1994,23.0,,,,,,,,,,,,,,,,,Matches
2328,Josep Señé,es ESP,MF,Celta Vigo,es La Liga,24,1991,7.4,,,,,,,,,,,,,,,,,Matches
2329,Stefano Sensi,it ITA,MF,Sassuolo,it Serie A,20,1995,13.4,,,,,,,,,,,,,,,,,Matches
2330,Suat Serdar,de GER,MF,Mainz 05,de Bundesliga,19,1997,3.7,,,,,,,,,,,,,,,,,Matches
2331,Jean Seri,ci CIV,MF,Nice,fr Ligue 1,25,1991,33.1,,,,,,,,,,,,,,,,,Matches
2332,Federico Serra,it ITA,MF,Cagliari,it Serie A,18,1997,0.1,,,,,,,,,,,,,,,,,Matches
2333,Grégory Sertic,fr FRA,MF,Bordeaux,fr Ligue 1,26,1989,15.2,,,,,,,,,,,,,,,,,Matches
2334,Grégory Sertic,fr FRA,MF,Marseille,fr Ligue 1,26,1989,7.3,,,,,,,,,,,,,,,,,Matches
2335,Stéphane Sessègnon,bj BEN,"FW,MF",Montpellier,fr Ligue 1,32,1984,25.7,,,,,,,,,,,,,,,,,Matches
2336,Nicolas Seube,fr FRA,"DF,MF",Caen,fr Ligue 1,36,1979,11.5,,,,,,,,,,,,,,,,,Matches
2337,Salva Sevilla,es ESP,MF,Espanyol,es La Liga,32,1984,3.0,,,,,,,,,,,,,,,,,Matches
2338,Aaron Seydel,de GER,FW,Mainz 05,de Bundesliga,20,1996,2.0,,,,,,,,,,,,,,,,,Matches
2339,Moussa Seydi,sn SEN,FW,Metz,fr Ligue 1,19,1996,0.2,,,,,,,,,,,,,,,,,Matches
2340,Stephan El Shaarawy,it ITA,"DF,FW",Roma,it Serie A,23,1992,18.1,,,,,,,,,,,,,,,,,Matches
2341,Xherdan Shaqiri,ch SUI,"FW,MF",Stoke City,eng Premier League,24,1991,18.9,,,,,,,,,,,,,,,,,Matches
2342,Luke Shaw,eng ENG,"DF,MF",Manchester Utd,eng Premier League,21,1995,7.6,,,,,,,,,,,,,,,,,Matches
2343,Ryan Shawcross,eng ENG,DF,Stoke City,eng Premier League,28,1987,35.0,,,,,,,,,,,,,,,,,Matches
2344,Djibril Sidibé,fr FRA,"DF,MF",Monaco,fr Ligue 1,24,1992,25.8,,,,,,,,,,,,,,,,,Matches
2345,Sidnei,br BRA,DF,La Coruña,es La Liga,26,1989,27.6,,,,,,,,,,,,,,,,,Matches
2346,Franck Signorino,fr FRA,DF,Metz,fr Ligue 1,34,1981,16.4,,,,,,,,,,,,,,,,,Matches
2347,Gylfi Sigurðsson,is ISL,"FW,MF",Swansea City,eng Premier League,26,1989,37.0,,,,,,,,,,,,,,,,,Matches
2348,Kolbeinn Sigþórsson,is ISL,FW,Nantes,fr Ligue 1,26,1990,1.7,,,,,,,,,,,,,,,,,Matches
2349,Bernardo Silva,pt POR,"FW,MF",Monaco,fr Ligue 1,21,1994,30.9,,,,,,,,,,,,,,,,,Matches
2350,David Silva,es ESP,"FW,MF",Manchester City,eng Premier League,30,1986,30.7,,,,,,,,,,,,,,,,,Matches
2351,Gabriel Silva,br BRA,"DF,MF",Udinese,it Serie A,25,1991,2.6,,,,,,,,,,,,,,,,,Matches
2352,Gabriel Silva,br BRA,"DF,MF",Granada,es La Liga,25,1991,10.8,,,,,,,,,,,,,,,,,Matches
2353,Gastón Silva,uy URU,DF,Granada,es La Liga,22,1994,19.4,,,,,,,,,,,,,,,,,Matches
2354,Stefan Silva,se SWE,FW,Palermo,it Serie A,26,1990,0.2,,,,,,,,,,,,,,,,,Matches
2355,Thiago Silva,br BRA,DF,Paris S-G,fr Ligue 1,31,1984,26.5,,,,,,,,,,,,,,,,,Matches
2356,Matías Silvestre,ar ARG,DF,Sampdoria,it Serie A,31,1984,35.7,,,,,,,,,,,,,,,,,Matches
2357,Ba-Muaka Simakala,cg CGO,FW,Gladbach,de Bundesliga,19,1997,0.1,,,,,,,,,,,,,,,,,Matches
2358,Giovanni Simeone,ar ARG,FW,Genoa,it Serie A,21,1995,29.0,,,,,,,,,,,,,,,,,Matches
2359,David Simón,es ESP,DF,Las Palmas,es La Liga,27,1988,14.7,,,,,,,,,,,,,,,,,Matches
2360,Danny Simpson,eng ENG,DF,Leicester City,eng Premier League,29,1987,33.2,,,,,,,,,,,,,,,,,Matches
2361,Josh Sims,eng ENG,MF,Southampton,eng Premier League,19,1997,2.3,,,,,,,,,,,,,,,,,Matches
2362,Jerome Sinclair,eng ENG,FW,Watford,eng Premier League,19,1996,1.3,,,,,,,,,,,,,,,,,Matches
2363,Giovanni Sio,ci CIV,"FW,MF",Rennes,fr Ligue 1,27,1989,29.8,,,,,,,,,,,,,,,,,Matches
2364,Dimitris Siovas,gr GRE,"DF,MF",Leganés,es La Liga,27,1988,15.4,,,,,,,,,,,,,,,,,Matches
2365,Guilherme Siqueira,br BRA,"DF,MF",Valencia,es La Liga,30,1986,6.0,,,,,,,,,,,,,,,,,Matches
2366,Pantxi Sirieix,fr FRA,MF,Toulouse,fr Ligue 1,35,1980,0.5,,,,,,,,,,,,,,,,,Matches
2367,Salvatore Sirigu,it ITA,GK,Osasuna,es La Liga,29,1987,18.0,,,,,,,,,,,,,,,,,Matches
2368,Salvatore Sirigu,it ITA,GK,Sevilla,es La Liga,29,1987,2.0,,,,,,,,,,,,,,,,,Matches
2369,Sandro Sirigu,de GER,DF,Darmstadt 98,de Bundesliga,27,1988,20.2,,,,,,,,,,,,,,,,,Matches
2370,Moussa Sissoko,fr FRA,"FW,MF",Tottenham,eng Premier League,26,1989,10.1,,,,,,,,,,,,,,,,,Matches
2371,Pione Sisto,dk DEN,"FW,MF",Celta Vigo,es La Liga,21,1995,18.5,,,,,,,,,,,,,,,,,Matches
2372,Sito,es ESP,MF,Valencia,es La Liga,19,1996,0.0,,,,,,,,,,,,,,,,,Matches
2373,Ellyes Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,21,1995,36.5,,,,,,,,,,,,,,,,,Matches
2374,Łukasz Skorupski,pl POL,GK,Empoli,it Serie A,25,1991,35.0,,,,,,,,,,,,,,,,,Matches
2375,Milan Škriniar,sk SVK,"DF,MF",Sampdoria,it Serie A,21,1995,33.3,,,,,,,,,,,,,,,,,Matches
2376,Islam Slimani,dz ALG,FW,Leicester City,eng Premier League,28,1988,14.2,,,,,,,,,,,,,,,,,Matches
2377,Naïm Sliti,tn TUN,"FW,MF",Lille,fr Ligue 1,24,1992,10.6,,,,,,,,,,,,,,,,,Matches
2378,Chris Smalling,eng ENG,DF,Manchester Utd,eng Premier League,26,1989,13.5,,,,,,,,,,,,,,,,,Matches
2379,Adam Smith,eng ENG,"DF,MF",Bournemouth,eng Premier League,25,1991,34.5,,,,,,,,,,,,,,,,,Matches
2380,Brad Smith,au AUS,"DF,MF",Bournemouth,eng Premier League,22,1994,3.2,,,,,,,,,,,,,,,,,Matches
2381,Robert Snodgrass,sct SCO,"FW,MF",West Ham,eng Premier League,28,1987,9.3,,,,,,,,,,,,,,,,,Matches
2382,Robert Snodgrass,sct SCO,"FW,MF",Hull City,eng Premier League,28,1987,19.0,,,,,,,,,,,,,,,,,Matches
2383,Cédric Soares,pt POR,"DF,MF",Southampton,eng Premier League,24,1991,27.9,,,,,,,,,,,,,,,,,Matches
2384,Ramadan Sobhi,eg EGY,MF,Stoke City,eng Premier League,19,1997,9.5,,,,,,,,,,,,,,,,,Matches
2385,Rubén Sobrino,es ESP,"FW,MF",Alavés,es La Liga,24,1992,5.6,,,,,,,,,,,,,,,,,Matches
2386,Roberto Soldado,es ESP,FW,Villarreal,es La Liga,31,1985,8.2,,,,,,,,,,,,,,,,,Matches
2387,Carlos Soler,es ESP,MF,Valencia,es La Liga,19,1997,19.1,,,,,,,,,,,,,,,,,Matches
2388,Somália,br BRA,"DF,FW",Toulouse,fr Ligue 1,27,1988,20.1,,,,,,,,,,,,,,,,,Matches
2389,Yann Sommer,ch SUI,GK,Gladbach,de Bundesliga,27,1988,34.0,,,,,,,,,,,,,,,,,Matches
2390,Jérémy Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,32,1983,32.7,,,,,,,,,,,,,,,,,Matches
2391,David Soria,es ESP,GK,Sevilla,es La Liga,23,1993,1.0,,,,,,,,,,,,,,,,,Matches
2392,Bruno Soriano,es ESP,MF,Villarreal,es La Liga,32,1984,33.2,,,,,,,,,,,,,,,,,Matches
2393,Roberto Soriano,it ITA,MF,Villarreal,es La Liga,25,1991,27.2,,,,,,,,,,,,,,,,,Matches
2394,Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,37,1979,34.0,,,,,,,,,,,,,,,,,Matches
2395,José Sosa,ar ARG,MF,Milan,it Serie A,31,1985,13.7,,,,,,,,,,,,,,,,,Matches
2396,Pape Souaré,sn SEN,DF,Crystal Palace,eng Premier League,26,1990,3.0,,,,,,,,,,,,,,,,,Matches
2397,Adama Soumaoro,fr FRA,DF,Lille,fr Ligue 1,24,1992,25.8,,,,,,,,,,,,,,,,,Matches
2398,Arnaud Souquet,fr FRA,"DF,MF",Nice,fr Ligue 1,24,1992,26.0,,,,,,,,,,,,,,,,,Matches
2399,Djibril Sow,ch SUI,MF,Gladbach,de Bundesliga,19,1997,0.0,,,,,,,,,,,,,,,,,Matches
2400,Çağlar Söyüncü,tr TUR,DF,Freiburg,de Bundesliga,20,1996,23.0,,,,,,,,,,,,,,,,,Matches
2401,Emir Spahić,ba BIH,DF,Hamburger SV,de Bundesliga,35,1980,8.6,,,,,,,,,,,,,,,,,Matches
2402,Leonardo Spinazzola,it ITA,"DF,MF",Atalanta,it Serie A,23,1993,27.7,,,,,,,,,,,,,,,,,Matches
2403,Nicolás Spolli,ar ARG,DF,Chievo,it Serie A,33,1983,17.7,,,,,,,,,,,,,,,,,Matches
2404,Marco Sportiello,it ITA,GK,Fiorentina,it Serie A,24,1992,2.0,,,,,,,,,,,,,,,,,Matches
2405,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,24,1992,8.0,,,,,,,,,,,,,,,,,Matches
2406,Sébastien Squillaci,fr FRA,DF,Bastia,fr Ligue 1,35,1980,9.5,,,,,,,,,,,,,,,,,Matches
2407,Bassem Srarfi,tn TUN,"FW,MF",Nice,fr Ligue 1,19,1997,0.5,,,,,,,,,,,,,,,,,Matches
2408,Kostas Stafylidis,gr GRE,"DF,MF",Augsburg,de Bundesliga,22,1993,24.9,,,,,,,,,,,,,,,,,Matches
2409,Benjamin Stambouli,fr FRA,"DF,MF",Schalke 04,de Bundesliga,25,1990,14.4,,,,,,,,,,,,,,,,,Matches
2410,Junior Stanislas,eng ENG,"FW,MF",Bournemouth,eng Premier League,26,1989,16.3,,,,,,,,,,,,,,,,,Matches
2411,Niklas Stark,de GER,"DF,MF",Hertha BSC,de Bundesliga,21,1995,26.1,,,,,,,,,,,,,,,,,Matches
2412,Tom Starke,de GER,GK,Bayern Munich,de Bundesliga,35,1981,3.0,,,,,,,,,,,,,,,,,Matches
2413,Markus Steinhöfer,de GER,"DF,MF",Darmstadt 98,de Bundesliga,30,1986,3.6,,,,,,,,,,,,,,,,,Matches
2414,Maarten Stekelenburg,nl NED,GK,Everton,eng Premier League,33,1982,18.7,,,,,,,,,,,,,,,,,Matches
2415,Guglielmo Stendardo,it ITA,DF,Atalanta,it Serie A,35,1981,0.5,,,,,,,,,,,,,,,,,Matches
2416,Guglielmo Stendardo,it ITA,DF,Pescara,it Serie A,35,1981,7.2,,,,,,,,,,,,,,,,,Matches
2417,Marc Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,20,1995,1.4,,,,,,,,,,,,,,,,,Matches
2418,Pascal Stenzel,de GER,"DF,MF",Freiburg,de Bundesliga,20,1996,14.5,,,,,,,,,,,,,,,,,Matches
2419,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,22,1994,16.3,,,,,,,,,,,,,,,,,Matches
2420,Mariusz Stępiński,pl POL,FW,Nantes,fr Ligue 1,21,1995,13.0,,,,,,,,,,,,,,,,,Matches
2421,Raheem Sterling,eng ENG,"FW,MF",Manchester City,eng Premier League,21,1994,27.9,,,,,,,,,,,,,,,,,Matches
2422,Janek Sternberg,de GER,"DF,MF",Werder Bremen,de Bundesliga,23,1992,0.8,,,,,,,,,,,,,,,,,Matches
2423,Jhon Steven,co COL,"DF,MF",Osasuna,es La Liga,21,1994,4.8,,,,,,,,,,,,,,,,,Matches
2424,Kevin Stewart,jm JAM,"DF,MF",Liverpool,eng Premier League,22,1993,0.2,,,,,,,,,,,,,,,,,Matches
2425,Lars Stindl,de GER,"FW,MF",Gladbach,de Bundesliga,27,1988,28.8,,,,,,,,,,,,,,,,,Matches
2426,Valentin Stocker,ch SUI,MF,Hertha BSC,de Bundesliga,27,1989,12.9,,,,,,,,,,,,,,,,,Matches
2427,Adrian Stoian,ro ROU,MF,Crotone,it Serie A,25,1991,17.4,,,,,,,,,,,,,,,,,Matches
2428,John Stones,eng ENG,DF,Manchester City,eng Premier League,22,1994,22.4,,,,,,,,,,,,,,,,,Matches
2429,Marco Storari,it ITA,GK,Cagliari,it Serie A,39,1977,14.0,,,,,,,,,,,,,,,,,Matches
2430,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,21,1995,20.5,,,,,,,,,,,,,,,,,Matches
2431,Ivan Strinić,hr CRO,DF,Napoli,it Serie A,29,1987,11.5,,,,,,,,,,,,,,,,,Matches
2432,Tobias Strobl,de GER,"DF,MF",Gladbach,de Bundesliga,26,1990,17.4,,,,,,,,,,,,,,,,,Matches
2433,Dominik Stroh-Engel,de GER,FW,Darmstadt 98,de Bundesliga,30,1985,0.5,,,,,,,,,,,,,,,,,Matches
2434,Kevin Strootman,nl NED,MF,Roma,it Serie A,26,1990,31.0,,,,,,,,,,,,,,,,,Matches
2435,Cristhian Stuani,uy URU,"FW,MF",Middlesbrough,eng Premier League,29,1986,15.0,,,,,,,,,,,,,,,,,Matches
2436,Stefano Sturaro,it ITA,MF,Juventus,it Serie A,23,1993,11.5,,,,,,,,,,,,,,,,,Matches
2437,Daniel Sturridge,eng ENG,"FW,MF",Liverpool,eng Premier League,26,1989,8.6,,,,,,,,,,,,,,,,,Matches
2438,Denis Suárez,es ESP,MF,Barcelona,es La Liga,22,1994,13.2,,,,,,,,,,,,,,,,,Matches
2439,Leonardo Suárez,ar ARG,"FW,MF",Villarreal,es La Liga,20,1996,0.2,,,,,,,,,,,,,,,,,Matches
2440,Luis Suárez,uy URU,FW,Barcelona,es La Liga,29,1987,31.7,,,,,,,,,,,,,,,,,Matches
2441,Mario Suárez,es ESP,MF,Valencia,es La Liga,29,1987,16.6,,,,,,,,,,,,,,,,,Matches
