Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing_Time_MP,Playing_Time_Min,Playing_Time_Mn/MP,Playing_Time_Min%,Playing_Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team_Success_PPM,Team_Success_onG,Team_Success_onGA,Team_Success_+/-,Team_Success_+/-90,Team_Success_On-Off,Team_Success_xG_onxG,Team_Success_xG_onxGA,Team_Success_xG_xG+/-,Team_Success_xG_xG+/-90,Team_Success_xG_On-Off,Matches
2296,Bruno Petković,hr CRO,"FW,MF",Bologna,it Serie A,22,1994,9,329,37,9.6,3.7,3,,0,6,,10,0.89,2,5,-3,-0.82,-0.56,2.8,3.5,-0.7,-0.19,+0.22,Matches
2297,Denis Petrić,rs SRB,GK,Guingamp,fr Ligue 1,29,1988,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
2298,Vincent Peugnet,fr FRA,DF,Metz,fr Ligue 1,19,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2299,Germán Pezzella,ar ARG,DF,Fiorentina,it Serie A,26,1991,34,2979,88,87.1,33.1,34,,31,0,,1,1.50,51,37,+14,+0.42,+1.65,49.8,34.8,+15.1,+0.46,+0.74,Matches
2300,Giuseppe Pezzella,it ITA,"DF,FW",Udinese,it Serie A,19,1997,15,903,60,26.4,10.0,10,,5,5,,21,0.87,13,21,-8,-0.80,-0.55,11.1,13.7,-2.6,-0.26,-0.14,Matches
2301,Maximilian Philipp,de GER,FW,Dortmund,de Bundesliga,23,1994,20,1203,60,39.3,13.4,15,,6,5,,2,1.75,31,12,+19,+1.42,+1.52,25.1,14.8,+10.3,+0.77,+0.11,Matches
2302,Chris Philipps,lu LUX,"MF,DF",Metz,fr Ligue 1,23,1994,11,849,77,24.8,9.4,10,83,6,1,24,10,0.36,5,21,-16,-1.70,-0.79,9.7,15.7,-5.9,-0.63,+0.25,Matches
2303,Matt Phillips,sct SCO,"MF,DF",West Brom,eng Premier League,26,1991,30,2093,70,61.2,23.3,23,,13,7,,1,0.93,24,32,-8,-0.34,+0.81,23.1,26.2,-3.1,-0.13,+0.43,Matches
2304,Lebogang Phiri,za RSA,MF,Guingamp,fr Ligue 1,22,1994,22,1032,47,30.2,11.5,9,84,6,13,21,12,1.27,12,13,-1,-0.09,+0.29,11.4,15.4,-4.1,-0.35,-0.37,Matches
2305,Pablo Piatti,ar ARG,"MF,FW",Espanyol,es La Liga,28,1989,30,1738,58,50.8,19.3,22,69,4,8,28,0,1.33,16,20,-4,-0.21,-0.10,21.7,27.4,-5.8,-0.30,-0.01,Matches
2306,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,23,1994,38,3420,90,100.0,38.0,38,,38,0,,0,1.29,44,58,-14,-0.37,,40.5,52.4,-11.9,-0.31,,Matches
2307,Jérémy Pied,fr FRA,DF,Southampton,eng Premier League,28,1989,2,180,90,5.3,2.0,2,,2,0,,11,0.50,2,3,-1,-0.50,0.00,2.0,2.2,-0.2,-0.10,+0.04,Matches
2308,Nicholas Pierini,it ITA,"MF,FW",Sassuolo,it Serie A,18,1998,3,43,14,1.3,0.5,0,,0,3,,23,0.00,0,0,0,0.00,+0.80,0.1,0.6,-0.5,-1.05,-1.00,Matches
2309,Ronaël Pierre-Gabriel,fr FRA,DF,Saint-Étienne,fr Ligue 1,19,1998,16,1170,73,34.2,13.0,13,84,10,3,25,9,1.31,13,22,-9,-0.69,-0.93,15.3,20.6,-5.3,-0.41,-0.50,Matches
2310,Erik Pieters,nl NED,DF,Stoke City,eng Premier League,28,1988,31,2718,88,79.5,30.2,30,,27,1,,1,0.90,29,50,-21,-0.70,+0.84,28.7,47.2,-18.6,-0.61,+0.34,Matches
2311,Tomás Pina Isla,es ESP,MF,Alavés,es La Liga,29,1987,30,2387,80,69.8,26.5,28,84,20,2,22,5,1.37,29,32,-3,-0.11,+0.50,25.3,36.6,-11.4,-0.43,+0.10,Matches
2312,Andrea Pinamonti,it ITA,FW,Inter,it Serie A,18,1999,1,14,14,0.4,0.2,0,,0,1,,33,0.00,0,0,0,0.00,-0.95,0.2,0.2,0.0,+0.28,-0.24,Matches
2313,Ían Pino,es ESP,DF,Málaga,es La Liga,21,1996,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
2314,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,27,1990,1,28,28,0.8,0.3,0,,0,1,,33,3.00,0,1,-1,-3.21,-4.89,1.2,0.3,+0.9,+2.97,+2.26,Matches
2315,Vincenzo Pinto,it ITA,MF,Benevento,it Serie A,16,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2316,Laurent Pionnier,fr FRA,GK,Montpellier,fr Ligue 1,35,1982,0,,,,,0,,0,0,,37,,,,,,,,,,,,Matches
2317,Gerard Piqué,es ESP,DF,Barcelona,es La Liga,30,1987,30,2632,88,77.0,29.2,29,89,27,1,60,6,2.57,81,23,+58,+1.98,+0.61,70.9,30.3,+40.6,+1.39,+1.28,Matches
2318,Facundo Píriz,uy URU,MF,Montpellier,fr Ligue 1,27,1990,15,807,54,23.6,9.0,8,89,7,7,14,14,1.33,6,7,-1,-0.11,-0.25,10.3,7.6,+2.8,+0.31,+0.28,Matches
2319,Fabio Pisacane,it ITA,DF,Cagliari,it Serie A,31,1986,24,1927,80,56.3,21.4,22,,14,2,,10,1.04,16,29,-13,-0.61,+0.30,22.5,31.5,-9.0,-0.42,+0.21,Matches
2320,Riccardo Piscitelli,it ITA,GK,Benevento,it Serie A,23,1993,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2321,Marco Pissardo,it ITA,GK,Inter,it Serie A,19,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2322,Łukasz Piszczek,pl POL,DF,Dortmund,de Bundesliga,32,1985,24,2138,89,69.9,23.8,24,,23,0,,0,1.92,45,25,+20,+0.84,+1.13,45.9,26.8,+19.1,+0.80,+0.34,Matches
2323,Claudio Pizarro,pe PER,"FW,MF",Köln,de Bundesliga,38,1978,16,579,36,18.9,6.4,5,,2,11,,6,0.50,8,19,-11,-1.71,-0.84,7.0,13.2,-6.1,-0.95,-0.29,Matches
2324,Guido Pizarro,ar ARG,MF,Sevilla,es La Liga,27,1990,24,1755,73,51.3,19.5,19,87,17,5,19,9,1.71,21,26,-5,-0.26,-0.04,29.6,29.4,+0.2,+0.01,-0.26,Matches
2325,Semuel Pizzignacco,it ITA,GK,Udinese,it Serie A,15,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2326,Marko Pjaca,hr CRO,"FW,MF",Juventus,it Serie A,22,1995,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2327,Marko Pjaca,hr CRO,"FW,MF",Schalke 04,de Bundesliga,22,1995,7,260,37,8.5,2.9,3,,0,4,,8,1.86,4,5,-1,-0.35,-0.89,1.2,4.7,-3.6,-1.23,-1.56,Matches
2328,Miralem Pjanić,ba BIH,MF,Juventus,it Serie A,27,1990,31,2484,80,72.6,27.6,28,,21,3,,1,2.61,57,15,+42,+1.52,-0.40,35.4,20.3,+15.1,+0.55,-0.69,Matches
2329,Carles Planas,es ESP,DF,Girona,es La Liga,26,1991,5,192,38,5.6,2.1,2,57,1,3,26,10,1.40,2,4,-2,-0.94,-0.74,3.2,2.2,+1.0,+0.47,+0.50,Matches
2330,Jaroslav Plašil,cz CZE,MF,Bordeaux,fr Ligue 1,35,1982,22,1044,47,30.5,11.6,11,77,5,11,18,11,1.36,13,12,+1,+0.09,-0.07,16.7,15.6,+1.1,+0.09,-0.15,Matches
2331,Marvin Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,25,1992,33,2970,90,97.1,33.0,33,,33,0,,0,1.27,43,46,-3,-0.09,-0.09,38.8,43.2,-4.4,-0.13,+0.50,Matches
2332,Alassane Pléa,fr FRA,FW,Nice,fr Ligue 1,24,1993,35,3041,87,88.9,33.8,34,89,32,1,19,0,1.34,49,47,+2,+0.06,+0.30,45.5,43.2,+2.3,+0.07,+0.69,Matches
2333,Morgan Poaty,cg CGO,DF,Montpellier,fr Ligue 1,20,1997,3,171,57,5.0,1.9,2,70,0,1,31,7,1.67,3,1,+2,+1.05,+1.02,2.3,1.1,+1.1,+0.60,+0.53,Matches
2334,Gerónimo Poblete,ar ARG,MF,Metz,fr Ligue 1,24,1993,25,1656,66,48.4,18.4,17,87,15,8,23,7,0.76,13,38,-25,-1.36,-0.49,18.1,33.1,-15.0,-0.82,0.00,Matches
2335,Florentin Pogba,gn GUI,DF,Saint-Étienne,fr Ligue 1,26,1990,5,321,64,9.4,3.6,4,69,2,1,45,1,0.20,3,11,-8,-2.24,-2.39,4.1,5.7,-1.6,-0.46,-0.41,Matches
2336,Paul Pogba,fr FRA,MF,Manchester Utd,eng Premier League,24,1993,27,2148,80,62.8,23.9,25,,19,2,,0,2.19,48,20,+28,+1.17,+0.32,39.1,25.8,+13.3,+0.56,+0.44,Matches
2337,Joel Pohjanpalo,fi FIN,"MF,FW",Leverkusen,de Bundesliga,22,1994,7,116,17,3.8,1.3,0,,0,7,,14,1.14,1,2,-1,-0.78,-1.23,1.8,1.7,0.0,+0.02,-0.54,Matches
2338,Lukáš Pokorný,cz CZE,DF,Montpellier,fr Ligue 1,24,1993,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2339,Eugen Polanski,pl POL,MF,Hoffenheim,de Bundesliga,31,1986,9,261,29,8.5,2.9,2,,0,7,,18,2.33,7,5,+2,+0.69,+0.18,2.7,5.3,-2.6,-0.89,-1.07,Matches
2340,Andrea Poli,it ITA,MF,Bologna,it Serie A,27,1989,32,2543,79,74.4,28.3,32,,13,0,,2,1.19,30,39,-9,-0.32,-0.01,26.4,38.9,-12.5,-0.44,-0.20,Matches
2341,Matteo Politano,it ITA,FW,Sassuolo,it Serie A,23,1993,36,2812,78,82.2,31.2,33,,15,3,,2,1.19,23,49,-26,-0.83,-0.24,39.0,39.8,-0.8,-0.03,+0.24,Matches
2342,Julian Pollersbeck,de GER,GK,Hamburger SV,de Bundesliga,22,1994,10,900,90,29.4,10.0,10,,10,0,,22,1.30,11,15,-4,-0.40,+0.43,13.7,15.6,-1.9,-0.19,+0.49,Matches
2343,Valère Pollet,fr FRA,MF,Lille,fr Ligue 1,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2344,Giacomo Poluzzi,it ITA,GK,SPAL,it Serie A,29,1988,0,,,,,0,,0,0,,17,,,,,,,,,,,,Matches
2345,Ezequiel Ponce,ar ARG,FW,Lille,fr Ligue 1,20,1997,28,1097,39,32.1,12.2,8,80,3,20,23,8,1.11,18,21,-3,-0.25,+0.64,11.5,19.0,-7.5,-0.61,-0.07,Matches
2346,Pere Pons,es ESP,MF,Girona,es La Liga,24,1993,31,2559,83,74.8,28.4,30,85,24,1,12,3,1.39,37,43,-6,-0.21,+0.10,38.3,36.9,+1.4,+0.05,+0.17,Matches
2347,Simone Pontisso,it ITA,MF,Udinese,it Serie A,20,1997,1,10,10,0.3,0.1,0,,0,1,,20,0.00,0,0,0,0.00,+0.40,0.1,0.0,+0.1,+1.06,+1.23,Matches
2348,Nick Pope,eng ENG,GK,Burnley,eng Premier League,25,1992,35,3115,89,91.1,34.6,34,,34,1,,3,1.43,31,35,-4,-0.12,-0.41,29.3,46.2,-17.0,-0.49,+0.07,Matches
2349,Jérémie Porsan-Clémenté,mq MTQ,DF,Montpellier,fr Ligue 1,19,1997,1,89,89,2.6,1.0,1,89,0,0,,5,1.00,1,1,0,0.00,-0.08,0.7,0.5,+0.3,+0.26,+0.17,Matches
2350,Francisco Portillo,es ESP,"MF,FW",Getafe,es La Liga,27,1990,33,2460,75,71.9,27.3,28,83,15,5,26,4,1.36,31,23,+8,+0.29,+0.20,37.0,27.7,+9.3,+0.34,+0.41,Matches
2351,Portu,es ESP,MF,Girona,es La Liga,25,1992,37,2997,81,87.6,33.3,35,84,16,2,21,0,1.38,49,51,-2,-0.06,+1.43,43.9,43.3,+0.6,+0.02,+0.09,Matches
2352,Stefan Posch,at AUT,DF,Hoffenheim,de Bundesliga,20,1997,9,756,84,24.7,8.4,9,,6,0,,3,1.33,13,11,+2,+0.24,-0.39,12.4,10.2,+2.1,+0.25,+0.21,Matches
2353,Sergio Postigo,es ESP,DF,Levante,es La Liga,28,1988,30,2425,81,70.9,26.9,27,88,24,3,19,3,1.27,32,39,-7,-0.26,+0.37,33.0,43.1,-10.1,-0.37,+0.42,Matches
2354,Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,23,1994,30,1664,55,54.4,18.5,18,,10,12,,3,1.53,23,30,-7,-0.38,-1.09,27.1,25.1,+2.1,+0.11,-0.09,Matches
2355,Maxime Poundjé,fr FRA,DF,Bordeaux,fr Ligue 1,24,1992,19,1703,90,49.8,18.9,19,90,18,0,,0,1.68,28,18,+10,+0.53,+0.79,26.8,20.2,+6.5,+0.35,+0.30,Matches
2356,Gaëtan Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,18,1999,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
2357,Darío Poveda,es ESP,MF,Villarreal,es La Liga,20,1997,1,2,2,0.1,0.0,0,,0,1,2,0,0.00,0,0,0,0.00,-0.18,0.0,0.0,0.0,0.00,0.00,Matches
2358,Alejandro Pozo Pozo,es ESP,"DF,MF",Sevilla,es La Liga,18,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2359,Dennis Praet,be BEL,MF,Sampdoria,it Serie A,23,1994,32,2657,83,77.7,29.5,31,,22,1,,2,1.38,43,44,-1,-0.03,+0.32,41.3,45.6,-4.4,-0.15,+0.14,Matches
2360,Sanjin Prcić,ba BIH,MF,Rennes,fr Ligue 1,23,1993,19,1565,82,45.8,17.4,18,86,14,1,16,2,1.63,25,16,+9,+0.52,+0.66,25.7,19.1,+6.6,+0.38,+0.68,Matches
2361,Nicolas de Préville,fr FRA,FW,Bordeaux,fr Ligue 1,26,1991,29,1935,67,56.6,21.5,22,78,10,7,32,2,1.10,15,28,-13,-0.60,-1.70,22.3,24.6,-2.3,-0.11,-0.70,Matches
2362,Nicolas de Préville,fr FRA,"FW,MF",Lille,fr Ligue 1,26,1991,4,285,71,8.3,3.2,3,80,1,1,45,0,1.00,4,5,-1,-0.32,+0.40,3.7,6.4,-2.7,-0.84,-0.30,Matches
2363,Andrés Prieto,es ESP,GK,Málaga,es La Liga,23,1993,4,360,90,10.5,4.0,4,90,4,0,,32,0.00,1,10,-9,-2.25,-1.43,5.7,9.3,-3.6,-0.90,-0.39,Matches
2364,Xabi Prieto,es ESP,"MF,FW",Real Sociedad,es La Liga,33,1983,26,1929,74,56.4,21.4,24,80,11,2,5,0,1.23,41,41,0,0.00,-0.42,30.8,29.8,+1.0,+0.05,-0.08,Matches
2365,Jérôme Prior,fr FRA,GK,Bordeaux,fr Ligue 1,21,1995,2,180,90,5.3,2.0,2,90,2,0,,27,0.00,0,3,-3,-1.50,-1.72,1.2,2.8,-1.6,-0.79,-1.04,Matches
2366,Alex Pritchard,eng ENG,"MF,FW",Huddersfield,eng Premier League,24,1993,14,998,71,29.2,11.1,12,,6,2,,2,0.93,8,12,-4,-0.36,+0.61,9.4,13.3,-3.9,-0.35,+0.14,Matches
2367,Sloan Privat,fr FRA,FW,Guingamp,fr Ligue 1,28,1989,1,1,1,0.0,0.0,0,,0,1,1,4,3.00,0,0,0,0.00,+0.29,0.0,0.0,0.0,0.00,+0.09,Matches
2368,Sebastian Prödl,at AUT,DF,Watford,eng Premier League,30,1987,21,1570,75,45.9,17.4,17,,15,4,,6,1.05,15,29,-14,-0.80,-0.51,18.0,23.5,-5.5,-0.31,-0.25,Matches
2369,Davy Pröpper,nl NED,MF,Brighton,eng Premier League,25,1991,35,3119,89,91.2,34.7,35,,33,0,,0,1.09,31,50,-19,-0.55,-0.25,33.8,45.4,-11.6,-0.33,+0.31,Matches
2370,Manuel Pucciarelli,it ITA,"FW,MF",Chievo,it Serie A,26,1991,22,1380,63,40.4,15.3,17,,6,5,,16,0.91,13,28,-15,-0.98,-0.63,11.8,20.1,-8.2,-0.54,+0.03,Matches
2371,Christian Puggioni,it ITA,GK,Benevento,it Serie A,36,1981,14,1179,84,34.5,13.1,14,,13,0,,1,0.71,12,26,-14,-1.07,+0.42,13.6,22.8,-9.2,-0.70,+0.33,Matches
2372,Christian Puggioni,it ITA,GK,Sampdoria,it Serie A,36,1981,9,810,90,23.7,9.0,9,,9,0,,13,1.89,18,12,+6,+0.67,+1.01,13.9,14.6,-0.6,-0.07,+0.14,Matches
2373,Marc Pugh,eng ENG,"MF,FW",Bournemouth,eng Premier League,30,1987,20,985,49,28.8,10.9,11,,4,9,,11,1.50,11,17,-6,-0.55,-0.18,10.8,15.8,-4.9,-0.45,+0.13,Matches
2374,Erick Pulgar,cl CHI,MF,Bologna,it Serie A,23,1994,32,2770,87,81.0,30.8,31,,30,1,,0,1.09,33,44,-11,-0.36,-0.22,29.3,41.1,-11.9,-0.39,+0.02,Matches
2375,Christian Pulisic,us USA,"FW,DF",Dortmund,de Bundesliga,18,1998,32,2302,72,75.2,25.6,27,,14,5,,0,1.69,49,38,+11,+0.43,-0.28,48.9,31.5,+17.3,+0.68,-0.10,Matches
2376,Jason Puncheon,eng ENG,MF,Crystal Palace,eng Premier League,31,1986,10,571,57,16.7,6.3,6,,4,4,,9,0.50,0,14,-14,-2.21,-2.33,8.7,9.6,-0.9,-0.15,-0.34,Matches
2377,George Pușcaș,ro ROU,"FW,MF",Benevento,it Serie A,21,1996,11,702,64,20.5,7.8,7,,5,4,,10,0.36,3,16,-13,-1.67,-0.41,8.8,13.9,-5.2,-0.66,+0.33,Matches
2378,Loïc Puyo,fr FRA,MF,Angers,fr Ligue 1,28,1988,8,170,21,5.0,1.9,0,,0,8,21,9,1.75,5,0,+5,+2.65,+3.06,4.5,1.6,+2.9,+1.55,+1.58,Matches
2379,Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,34,1983,35,2719,78,79.5,30.2,33,,21,2,,1,1.37,50,41,+9,+0.30,+1.97,44.7,44.7,0.0,0.00,+0.87,Matches
2380,Robin Quaison,se SWE,FW,Mainz 05,de Bundesliga,23,1993,24,1409,59,46.0,15.7,15,,8,9,,6,0.88,18,26,-8,-0.51,-0.18,17.6,25.9,-8.3,-0.53,-0.29,Matches
2381,Collin Quaner,de GER,"FW,MF",Huddersfield,eng Premier League,26,1991,26,1280,49,37.4,14.2,13,,8,13,,5,1.08,13,23,-10,-0.70,+0.14,14.3,21.4,-7.1,-0.50,-0.08,Matches
2382,Luismi Quezada,do DOM,DF,Real Madrid,es La Liga,21,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2383,Domingos Quina,pt POR,MF,West Ham,eng Premier League,17,1999,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
2384,Dani Raba,es ESP,"MF,FW",Villarreal,es La Liga,21,1995,21,1110,53,32.5,12.3,14,69,2,7,20,3,1.76,13,8,+5,+0.41,+0.33,16.5,16.0,+0.5,+0.04,+0.06,Matches
2385,Adrien Rabiot,fr FRA,MF,Paris S-G,fr Ligue 1,22,1995,33,2362,72,69.1,26.2,27,83,17,6,22,1,2.42,69,19,+50,+1.91,-0.56,55.5,23.4,+32.1,+1.22,-0.45,Matches
2386,Anthony Racioppi,ch SUI,GK,Lyon,fr Ligue 1,18,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2387,Nemanja Radoja,rs SRB,MF,Celta Vigo,es La Liga,24,1993,26,1105,43,32.3,12.3,11,76,4,15,18,4,1.46,16,24,-8,-0.65,-0.92,22.5,16.7,+5.8,+0.47,+0.71,Matches
2388,Ivan Radovanović,rs SRB,MF,Chievo,it Serie A,28,1988,35,3140,90,91.8,34.9,35,,33,0,,0,0.97,32,51,-19,-0.54,+0.74,29.6,49.6,-20.0,-0.57,-0.18,Matches
2389,Ștefan Radu,ro ROU,DF,Lazio,it Serie A,30,1986,31,2588,83,75.7,28.8,31,,21,0,,2,1.77,64,37,+27,+0.94,-0.47,47.2,32.3,+15.0,+0.52,-0.01,Matches
2390,Rafael,br BRA,GK,Cagliari,it Serie A,35,1982,10,794,79,23.2,8.8,8,,8,2,,20,1.40,12,11,+1,+0.11,+1.11,11.3,14.9,-3.6,-0.41,+0.13,Matches
2391,Rafael,br BRA,DF,Lyon,fr Ligue 1,27,1990,24,1812,76,53.0,20.1,22,81,14,2,16,11,2.29,53,21,+32,+1.59,+0.92,37.7,18.8,+18.9,+0.94,+0.69,Matches
2392,Raffael,br BRA,FW,Gladbach,de Bundesliga,32,1985,27,2071,77,67.7,23.0,23,,11,4,,1,1.48,36,34,+2,+0.09,+0.72,33.7,32.7,+1.0,+0.04,+0.21,Matches
2393,Rafinha,br BRA,MF,Inter,it Serie A,24,1993,17,1043,61,30.5,11.6,12,,3,5,,0,1.71,23,6,+17,+1.47,+0.75,17.4,9.1,+8.4,+0.72,+0.30,Matches
2394,Rafinha,br BRA,DF,Bayern Munich,de Bundesliga,31,1985,27,1851,69,60.5,20.6,19,,18,8,,5,2.52,48,16,+32,+1.56,-0.83,47.8,17.7,+30.1,+1.46,+0.42,Matches
2395,Andrea Raggi,it ITA,DF,Monaco,fr Ligue 1,33,1984,20,1607,80,47.0,17.9,18,86,15,2,26,10,2.10,41,23,+18,+1.01,-0.08,30.6,22.8,+7.7,+0.43,+0.13,Matches
2396,Antonino Ragusa,it ITA,"FW,MF",Sassuolo,it Serie A,27,1990,30,825,28,24.1,9.2,7,,0,23,,7,1.17,7,23,-16,-1.75,-1.26,11.4,12.8,-1.5,-0.16,-0.12,Matches
2397,Baba Rahman,gh GHA,DF,Schalke 04,de Bundesliga,23,1994,1,34,34,1.1,0.4,0,,0,1,,1,3.00,0,0,0,0.00,-0.48,0.5,0.4,+0.1,+0.37,+0.17,Matches
2398,Erdal Rakip,mk MKD,MF,Crystal Palace,eng Premier League,21,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2399,Ivan Rakitić,hr CRO,MF,Barcelona,es La Liga,29,1988,35,2835,81,82.9,31.5,31,87,24,4,31,1,2.51,82,22,+60,+1.90,+0.37,70.4,30.0,+40.4,+1.28,+1.11,Matches
2400,André Ramalho,br BRA,"DF,FW",Leverkusen,de Bundesliga,25,1992,3,34,11,1.1,0.4,0,,0,3,,1,1.67,0,1,-1,-2.65,-3.09,0.4,0.5,-0.1,-0.39,-0.94,Matches
2401,Jonás Ramalho,es ESP,DF,Girona,es La Liga,24,1993,26,2298,88,67.2,25.5,25,90,25,1,48,9,1.31,35,42,-7,-0.27,-0.11,31.8,34.9,-3.1,-0.12,-0.38,Matches
2402,Adil Rami,fr FRA,DF,Marseille,fr Ligue 1,31,1985,33,2955,90,86.4,32.8,33,90,31,0,,0,2.09,70,36,+34,+1.04,+1.23,66.9,32.4,+34.5,+1.05,+0.69,Matches
2403,Benito Ramírez,es ESP,"FW,DF",Las Palmas,es La Liga,22,1995,4,166,42,4.9,1.8,1,90,1,3,25,3,0.00,1,6,-5,-2.71,-1.47,3.1,4.4,-1.3,-0.70,+0.15,Matches
2404,Gastón Ramírez,uy URU,MF,Sampdoria,it Serie A,26,1990,37,2214,60,64.7,24.6,28,,6,9,,0,1.38,33,42,-9,-0.37,-0.74,31.6,41.6,-10.1,-0.41,-0.65,Matches
2405,Sandro Ramírez,es ESP,"FW,MF",Everton,eng Premier League,22,1995,8,278,35,8.1,3.1,3,,0,5,,4,1.00,1,7,-6,-1.94,-1.71,1.6,4.7,-3.0,-0.98,-0.72,Matches
2406,Sandro Ramírez,es ESP,"FW,MF",Sevilla,es La Liga,22,1995,13,717,55,21.0,8.0,7,80,3,6,27,2,1.38,10,17,-7,-0.88,-0.81,14.4,12.2,+2.3,+0.28,+0.19,Matches
2407,Toño Ramírez,es ESP,GK,Real Sociedad,es La Liga,30,1986,4,316,79,9.2,3.5,3,90,3,1,46,29,1.50,7,6,+1,+0.28,+0.11,6.5,4.8,+1.8,+0.50,+0.46,Matches
2408,Iván Ramis,es ESP,DF,Eibar,es La Liga,32,1984,16,1302,81,38.1,14.5,15,84,12,1,40,4,1.00,12,14,-2,-0.14,+0.03,16.4,17.4,-1.0,-0.07,+0.04,Matches
2409,Omar Ramos,es ESP,"FW,MF",Leganés,es La Liga,29,1988,23,1448,63,42.3,16.1,18,73,4,5,28,0,1.22,15,24,-9,-0.56,-0.19,16.4,19.1,-2.7,-0.17,+0.06,Matches
2410,Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,31,1986,26,2289,88,66.9,25.4,26,88,23,0,,0,1.81,50,31,+19,+0.75,-1.72,52.7,29.4,+23.3,+0.92,-0.59,Matches
2411,Aaron Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2412,Aaron Ramsey,wls WAL,MF,Arsenal,eng Premier League,26,1990,24,1846,77,54.0,20.5,21,,16,3,,0,1.83,42,25,+17,+0.83,+0.49,42.8,23.0,+19.8,+0.97,+0.93,Matches
2413,Àngel Rangel,es ESP,DF,Swansea City,eng Premier League,34,1982,4,156,39,4.6,1.7,2,,1,2,,17,1.00,1,3,-2,-1.15,-0.44,3.2,2.2,+0.9,+0.54,+1.31,Matches
2414,Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,18,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2415,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,29,1988,11,627,57,18.3,7.0,7,,5,4,,25,1.82,15,4,+11,+1.58,+0.77,9.2,5.9,+3.3,+0.48,-0.05,Matches
2416,Marcus Rashford,eng ENG,"FW,MF",Manchester Utd,eng Premier League,19,1997,35,1813,52,53.0,20.1,17,,7,18,,2,2.23,34,16,+18,+0.89,-0.34,29.1,19.3,+9.8,+0.49,+0.20,Matches
2417,Milot Rashica,xk KVX,"FW,MF",Werder Bremen,de Bundesliga,21,1996,9,384,43,12.5,4.3,5,,0,4,,5,1.33,5,6,-1,-0.23,-0.17,5.2,5.6,-0.3,-0.08,+0.11,Matches
2418,Konstantin Rausch,ru RUS,DF,Köln,de Bundesliga,27,1990,12,925,77,30.2,10.3,11,,8,1,,4,0.50,7,14,-7,-0.68,+0.50,14.4,20.2,-5.8,-0.57,+0.21,Matches
2419,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,17,1999,0,,,,,0,,0,0,,29,,,,,,,,,,,,Matches
2420,Yoric Ravet,fr FRA,"FW,MF",Freiburg,de Bundesliga,27,1989,10,498,50,16.3,5.5,5,,2,5,,5,1.30,9,10,-1,-0.18,+0.63,9.2,7.0,+2.3,+0.41,+0.72,Matches
2421,Ante Rebić,hr CRO,FW,Eint Frankfurt,de Bundesliga,23,1993,25,1751,70,57.2,19.5,21,,6,4,,0,1.72,29,20,+9,+0.46,+1.08,23.8,22.4,+1.4,+0.07,+0.13,Matches
2422,Pedro Rebocho,pt POR,DF,Guingamp,fr Ligue 1,22,1995,21,1721,82,50.3,19.1,19,88,16,2,26,10,1.43,25,23,+2,+0.10,+0.79,19.1,23.6,-4.5,-0.23,-0.29,Matches
2423,Rebollo,es ESP,GK,Betis,es La Liga,17,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
2424,Recio,es ESP,MF,Málaga,es La Liga,26,1991,22,1837,84,53.7,20.4,21,87,16,1,11,0,0.50,12,30,-18,-0.88,+0.20,19.6,31.9,-12.3,-0.60,-0.11,Matches
2425,Nathan Redmond,eng ENG,"FW,MF",Southampton,eng Premier League,23,1994,31,1945,63,56.9,21.6,22,,13,9,,4,0.97,14,31,-17,-0.79,-0.66,21.0,26.0,-5.1,-0.23,-0.22,Matches
